"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"7529",38,10389,1,0,2013,1,"C",0,125,117,117,9,18,22,14,63.6,"239.5","0","0","0","14","0","86",14,"District Students in NPS","Alameda City Unified","Alameda",94501
"7533",38,10389,1,0,2013,1,"C",0,125,117,117,9,7,22,11,50,"268.7","0","0","0","18","36","45",11,"District Students in NPS","Alameda City Unified","Alameda",94501
"7535",38,10389,1,0,2013,1,"C",0,125,117,117,10,7,20,12,60,"286.9","0","0","0","63","13","25",8,"District Students in NPS","Alameda City Unified","Alameda",94501
"7538",38,10389,1,0,2013,1,"C",0,125,117,117,10,18,20,13,65,"268.5","0","0","0","20","20","60",10,"District Students in NPS","Alameda City Unified","Alameda",94501
"7606",38,10389,1,0,2013,3,"C",0,125,117,91,9,18,22,11,50,"244.3","","","0","","","",11,"District Students in NPS","Alameda City Unified","Alameda",94501
"7607",38,10389,1,0,2013,3,"C",0,125,117,91,10,18,20,11,55,"270.1","","","0","","","",8,"District Students in NPS","Alameda City Unified","Alameda",94501
"7609",38,10389,1,0,2013,3,"C",0,125,117,91,10,7,20,11,55,"285.4","","","0","","","",7,"District Students in NPS","Alameda City Unified","Alameda",94501
"8830",38,10389,3830361,0,2013,1,"C",0,49,40,40,9,9,23,11,47.8,"257.4","0","0","0","0","45","55",11,"San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"8833",38,10389,3830361,0,2013,1,"C",0,49,40,40,9,7,23,14,60.9,"283.7","0","0","0","31","31","38",13,"San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"8984",38,10389,3830361,0,2013,31,"C",0,49,40,25,9,7,23,11,47.8,"288.6","","","0","","","",10,"San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"9121",38,10389,3830361,0,2013,99,"C",0,49,40,27,9,7,23,13,56.5,"282.8","","","0","","","",12,"San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"9177",38,10389,3830361,0,2013,121,"C",0,49,40,28,9,7,23,12,52.2,"291.5","","","0","","","",11,"San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"9449",38,10389,3830395,0,2013,1,"C",0,50,29,29,11,7,22,12,54.5,"284.0","0","0","0","40","20","40",5,"San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"9462",38,10389,3830395,0,2013,4,"C",0,50,29,29,11,7,22,12,54.5,"284.0","","","0","","","",5,"San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"9506",38,10389,3830395,0,2013,31,"C",0,50,29,27,11,7,22,11,50,"284.0","","","0","","","",5,"San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"9686",38,10389,3830445,0,2013,1,"C",0,143,126,126,9,18,45,12,26.7,"232.8","0","0","0","0","13","88",8,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9687",38,10389,3830445,0,2013,1,"C",0,143,126,126,9,9,45,20,44.4,"259.4","0","0","0","0","63","38",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9689",38,10389,3830445,0,2013,1,"C",0,143,126,126,9,20,45,18,40,"260.0","0","0","0","0","19","81",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9690",38,10389,3830445,0,2013,1,"C",0,143,126,126,9,7,45,34,75.6,"287.8","0","11","11","29","32","29",28,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9691",38,10389,3830445,0,2013,1,"C",0,143,126,126,10,7,34,31,91.2,"263.8","0","0","0","21","14","66",29,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9692",38,10389,3830445,0,2013,1,"C",0,143,126,126,10,20,34,21,61.8,"279.1","0","0","0","24","18","59",17,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9693",38,10389,3830445,0,2013,1,"C",0,143,126,126,10,9,34,25,73.5,"245.1","0","0","0","4","28","68",25,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9694",38,10389,3830445,0,2013,1,"C",0,143,126,126,10,18,34,18,52.9,"243.1","0","0","0","0","7","93",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9695",38,10389,3830445,0,2013,1,"C",0,143,126,126,10,32,34,17,50,"263.4","0","0","0","7","47","47",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9699",38,10389,3830445,0,2013,1,"C",0,143,126,126,11,20,27,13,48.1,"278.8","0","10","10","10","30","50",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9700",38,10389,3830445,0,2013,1,"C",0,143,126,126,11,7,27,21,77.8,"274.1","0","7","7","20","27","47",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9701",38,10389,3830445,0,2013,1,"C",0,143,126,126,11,18,27,11,40.7,"255.9","0","0","0","11","0","89",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9702",38,10389,3830445,0,2013,1,"C",0,143,126,126,11,19,27,19,70.4,"262.1","0","5","5","11","21","63",19,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9703",38,10389,3830445,0,2013,1,"C",0,143,126,126,11,9,27,11,40.7,"251.3","0","0","0","0","55","45",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9733",38,10389,3830445,0,2013,3,"C",0,143,126,76,9,7,45,16,35.6,"290.0","","","14","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9734",38,10389,3830445,0,2013,3,"C",0,143,126,76,10,7,34,22,64.7,"261.7","","","0","","","",21,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9735",38,10389,3830445,0,2013,3,"C",0,143,126,76,10,32,34,12,35.3,"263.5","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9737",38,10389,3830445,0,2013,3,"C",0,143,126,76,10,20,34,14,41.2,"280.0","","","0","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9738",38,10389,3830445,0,2013,3,"C",0,143,126,76,10,18,34,11,32.4,"238.7","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9739",38,10389,3830445,0,2013,3,"C",0,143,126,76,10,9,34,20,58.8,"247.6","","","0","","","",20,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9741",38,10389,3830445,0,2013,3,"C",0,143,126,76,11,19,27,13,48.1,"267.9","","","8","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9745",38,10389,3830445,0,2013,3,"C",0,143,126,76,11,7,27,12,44.4,"286.6","","","11","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9767",38,10389,3830445,0,2013,4,"C",0,143,126,49,9,9,45,11,24.4,"246.4","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9769",38,10389,3830445,0,2013,4,"C",0,143,126,49,9,20,45,11,24.4,"262.2","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9770",38,10389,3830445,0,2013,4,"C",0,143,126,49,9,7,45,18,40,"285.5","","","7","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9803",38,10389,3830445,0,2013,6,"C",0,143,126,102,9,9,45,15,33.3,"264.0","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9805",38,10389,3830445,0,2013,6,"C",0,143,126,102,9,20,45,14,31.1,"261.2","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9807",38,10389,3830445,0,2013,6,"C",0,143,126,102,9,7,45,26,57.8,"292.3","","","14","","","",22,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9808",38,10389,3830445,0,2013,6,"C",0,143,126,102,10,7,34,26,76.5,"265.6","","","0","","","",24,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9809",38,10389,3830445,0,2013,6,"C",0,143,126,102,10,32,34,16,47.1,"264.6","","","0","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9810",38,10389,3830445,0,2013,6,"C",0,143,126,102,10,20,34,18,52.9,"281.3","","","0","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9811",38,10389,3830445,0,2013,6,"C",0,143,126,102,10,18,34,15,44.1,"242.4","","","0","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9812",38,10389,3830445,0,2013,6,"C",0,143,126,102,10,9,34,22,64.7,"244.3","","","0","","","",22,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9818",38,10389,3830445,0,2013,6,"C",0,143,126,102,11,20,27,12,44.4,"279.9","","","11","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9819",38,10389,3830445,0,2013,6,"C",0,143,126,102,11,19,27,17,63,"260.6","","","6","","","",17,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9820",38,10389,3830445,0,2013,6,"C",0,143,126,102,11,7,27,19,70.4,"273.2","","","8","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9897",38,10389,3830445,0,2013,31,"C",0,143,126,96,9,9,45,16,35.6,"262.8","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9898",38,10389,3830445,0,2013,31,"C",0,143,126,96,9,20,45,12,26.7,"267.8","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9903",38,10389,3830445,0,2013,31,"C",0,143,126,96,9,7,45,26,57.8,"292.1","","","14","","","",21,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9904",38,10389,3830445,0,2013,31,"C",0,143,126,96,10,7,34,28,82.4,"259.9","","","0","","","",26,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9906",38,10389,3830445,0,2013,31,"C",0,143,126,96,10,18,34,17,50,"242.4","","","0","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9907",38,10389,3830445,0,2013,31,"C",0,143,126,96,10,20,34,19,55.9,"276.2","","","0","","","",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9908",38,10389,3830445,0,2013,31,"C",0,143,126,96,10,9,34,23,67.6,"241.3","","","0","","","",23,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9909",38,10389,3830445,0,2013,31,"C",0,143,126,96,10,32,34,17,50,"263.4","","","0","","","",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9910",38,10389,3830445,0,2013,31,"C",0,143,126,96,11,7,27,16,59.3,"273.5","","","8","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9912",38,10389,3830445,0,2013,31,"C",0,143,126,96,11,19,27,16,59.3,"253.6","","","0","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9913",38,10389,3830445,0,2013,31,"C",0,143,126,96,11,18,27,11,40.7,"255.9","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9941",38,10389,3830445,0,2013,74,"C",0,143,126,53,9,7,45,16,35.6,"279.4","","","15","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9942",38,10389,3830445,0,2013,74,"C",0,143,126,53,10,7,34,11,32.4,"258.5","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9946",38,10389,3830445,0,2013,74,"C",0,143,126,53,10,9,34,11,32.4,"245.4","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9948",38,10389,3830445,0,2013,74,"C",0,143,126,53,11,7,27,11,40.7,"274.3","","","0","","","",7,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9950",38,10389,3830445,0,2013,74,"C",0,143,126,53,11,19,27,12,44.4,"258.4","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"9997",38,10389,3830445,0,2013,78,"C",0,143,126,41,9,7,45,12,26.7,"301.8","","","11","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10006",38,10389,3830445,0,2013,78,"C",0,143,126,41,10,7,34,12,35.3,"263.3","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10152",38,10389,3830445,0,2013,99,"C",0,143,126,102,9,7,45,29,64.4,"286.6","","","8","","","",24,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10156",38,10389,3830445,0,2013,99,"C",0,143,126,102,9,20,45,11,24.4,"255.6","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10157",38,10389,3830445,0,2013,99,"C",0,143,126,102,9,9,45,17,37.8,"257.9","","","0","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10158",38,10389,3830445,0,2013,99,"C",0,143,126,102,10,7,34,23,67.6,"267.1","","","0","","","",21,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10159",38,10389,3830445,0,2013,99,"C",0,143,126,102,10,9,34,18,52.9,"245.2","","","0","","","",18,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10160",38,10389,3830445,0,2013,99,"C",0,143,126,102,10,32,34,11,32.4,"268.0","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10161",38,10389,3830445,0,2013,99,"C",0,143,126,102,10,20,34,17,50,"281.5","","","0","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10162",38,10389,3830445,0,2013,99,"C",0,143,126,102,10,18,34,13,38.2,"243.2","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10167",38,10389,3830445,0,2013,99,"C",0,143,126,102,11,20,27,11,40.7,"281.3","","","13","","","",8,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10168",38,10389,3830445,0,2013,99,"C",0,143,126,102,11,19,27,16,59.3,"264.8","","","6","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10170",38,10389,3830445,0,2013,99,"C",0,143,126,102,11,7,27,18,66.7,"276.2","","","8","","","",13,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10234",38,10389,3830445,0,2013,121,"C",0,143,126,80,9,7,45,23,51.1,"293.6","","","16","","","",19,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10237",38,10389,3830445,0,2013,121,"C",0,143,126,80,9,9,45,13,28.9,"266.5","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10238",38,10389,3830445,0,2013,121,"C",0,143,126,80,9,20,45,11,24.4,"256.6","","","0","","","",9,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10240",38,10389,3830445,0,2013,121,"C",0,143,126,80,10,18,34,13,38.2,"236.5","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10241",38,10389,3830445,0,2013,121,"C",0,143,126,80,10,20,34,14,41.2,"274.8","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10242",38,10389,3830445,0,2013,121,"C",0,143,126,80,10,32,34,12,35.3,"261.0","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10243",38,10389,3830445,0,2013,121,"C",0,143,126,80,10,9,34,16,47.1,"240.5","","","0","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10245",38,10389,3830445,0,2013,121,"C",0,143,126,80,10,7,34,22,64.7,"258.7","","","0","","","",20,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10249",38,10389,3830445,0,2013,121,"C",0,143,126,80,11,19,27,11,40.7,"255.5","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10251",38,10389,3830445,0,2013,121,"C",0,143,126,80,11,7,27,13,48.1,"276.7","","","10","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10398",38,10389,3830445,0,2013,180,"C",0,143,126,79,9,7,45,20,44.4,"286.5","","","13","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10403",38,10389,3830445,0,2013,180,"C",0,143,126,79,9,20,45,13,28.9,"261.2","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10405",38,10389,3830445,0,2013,180,"C",0,143,126,79,10,18,34,11,32.4,"233.2","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10406",38,10389,3830445,0,2013,180,"C",0,143,126,79,10,20,34,11,32.4,"281.6","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10407",38,10389,3830445,0,2013,180,"C",0,143,126,79,10,32,34,11,32.4,"258.6","","","0","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10408",38,10389,3830445,0,2013,180,"C",0,143,126,79,10,9,34,14,41.2,"238.4","","","0","","","",14,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10410",38,10389,3830445,0,2013,180,"C",0,143,126,79,10,7,34,17,50,"259.4","","","0","","","",15,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10413",38,10389,3830445,0,2013,180,"C",0,143,126,79,11,19,27,16,59.3,"260.7","","","6","","","",16,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10414",38,10389,3830445,0,2013,180,"C",0,143,126,79,11,7,27,16,59.3,"266.3","","","0","","","",12,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10436",38,10389,3830445,0,2013,200,"C",0,143,126,45,9,7,45,13,28.9,"291.9","","","20","","","",10,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"10504",38,10389,3830445,0,2013,204,"C",0,143,126,29,10,7,34,11,32.4,"258.3","","","0","","","",11,"Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"16204",38,68478,101337,549,2013,1,"C",0,237,236,236,5,7,34,28,82.4,"375.1","25","46","71","21","7","0",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16205",38,68478,101337,549,2013,1,"C",0,237,236,236,5,8,34,28,82.4,"408.8","32","46","79","14","7","0",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16206",38,68478,101337,549,2013,1,"C",0,237,236,236,5,32,34,28,82.4,"394.8","30","52","81","15","0","4",27,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16207",38,68478,101337,549,2013,1,"C",0,237,236,236,6,8,74,68,91.9,"358.6","16","31","47","34","18","1",68,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16208",38,68478,101337,549,2013,1,"C",0,237,236,236,6,7,74,68,91.9,"361.4","24","34","57","40","3","0",68,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16209",38,68478,101337,549,2013,1,"C",0,237,236,236,7,7,74,73,98.6,"347.3","11","41","52","34","10","4",73,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16210",38,68478,101337,549,2013,1,"C",0,237,236,236,7,8,74,72,97.3,"360.3","8","57","65","25","8","1",72,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16211",38,68478,101337,549,2013,1,"C",0,237,236,236,8,32,55,52,94.5,"433.8","62","29","90","6","4","0",52,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16212",38,68478,101337,549,2013,1,"C",0,237,236,236,8,7,55,52,94.5,"366.5","21","48","69","31","0","0",52,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16213",38,68478,101337,549,2013,1,"C",0,237,236,236,8,29,55,54,98.2,"388.2","43","33","76","20","2","2",54,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16214",38,68478,101337,549,2013,1,"C",0,237,236,236,8,9,55,52,94.5,"367.5","15","33","48","40","12","0",52,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16227",38,68478,101337,549,2013,3,"C",0,237,236,112,5,32,34,13,38.2,"406.0","","","92","","","",13,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16228",38,68478,101337,549,2013,3,"C",0,237,236,112,5,8,34,13,38.2,"419.3","","","85","","","",13,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16229",38,68478,101337,549,2013,3,"C",0,237,236,112,5,7,34,13,38.2,"380.2","","","85","","","",13,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16230",38,68478,101337,549,2013,3,"C",0,237,236,112,6,7,74,28,37.8,"366.3","","","57","","","",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16231",38,68478,101337,549,2013,3,"C",0,237,236,112,6,8,74,28,37.8,"363.6","","","57","","","",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16232",38,68478,101337,549,2013,3,"C",0,237,236,112,7,8,74,34,45.9,"364.4","","","62","","","",34,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16233",38,68478,101337,549,2013,3,"C",0,237,236,112,7,7,74,35,47.3,"340.5","","","46","","","",35,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16234",38,68478,101337,549,2013,3,"C",0,237,236,112,8,7,55,28,50.9,"366.8","","","71","","","",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16235",38,68478,101337,549,2013,3,"C",0,237,236,112,8,29,55,29,52.7,"396.1","","","83","","","",29,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16236",38,68478,101337,549,2013,3,"C",0,237,236,112,8,9,55,28,50.9,"351.5","","","39","","","",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16237",38,68478,101337,549,2013,3,"C",0,237,236,112,8,32,55,28,50.9,"447.9","","","93","","","",28,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16250",38,68478,101337,549,2013,4,"C",0,237,236,124,5,8,34,15,44.1,"399.7","","","73","","","",15,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16251",38,68478,101337,549,2013,4,"C",0,237,236,124,5,32,34,15,44.1,"384.4","","","71","","","",14,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16252",38,68478,101337,549,2013,4,"C",0,237,236,124,5,7,34,15,44.1,"370.6","","","60","","","",15,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16253",38,68478,101337,549,2013,4,"C",0,237,236,124,6,8,74,40,54.1,"355.1","","","40","","","",40,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16254",38,68478,101337,549,2013,4,"C",0,237,236,124,6,7,74,40,54.1,"357.9","","","58","","","",40,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16255",38,68478,101337,549,2013,4,"C",0,237,236,124,7,7,74,38,51.4,"353.6","","","58","","","",38,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16256",38,68478,101337,549,2013,4,"C",0,237,236,124,7,8,74,38,51.4,"356.6","","","68","","","",38,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16257",38,68478,101337,549,2013,4,"C",0,237,236,124,8,32,55,24,43.6,"417.3","","","88","","","",24,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16258",38,68478,101337,549,2013,4,"C",0,237,236,124,8,7,55,24,43.6,"366.2","","","67","","","",24,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16259",38,68478,101337,549,2013,4,"C",0,237,236,124,8,29,55,25,45.5,"379.1","","","68","","","",25,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16260",38,68478,101337,549,2013,4,"C",0,237,236,124,8,9,55,24,43.6,"386.2","","","58","","","",24,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16271",38,68478,101337,549,2013,6,"C",0,237,236,212,5,32,34,25,73.5,"399.5","","","79","","","",24,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16272",38,68478,101337,549,2013,6,"C",0,237,236,212,5,8,34,25,73.5,"410.6","","","76","","","",25,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16273",38,68478,101337,549,2013,6,"C",0,237,236,212,5,7,34,25,73.5,"378.0","","","72","","","",25,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16274",38,68478,101337,549,2013,6,"C",0,237,236,212,6,7,74,60,81.1,"361.0","","","55","","","",60,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16275",38,68478,101337,549,2013,6,"C",0,237,236,212,6,8,74,60,81.1,"357.6","","","47","","","",60,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16276",38,68478,101337,549,2013,6,"C",0,237,236,212,7,8,74,65,87.8,"359.5","","","66","","","",65,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16277",38,68478,101337,549,2013,6,"C",0,237,236,212,7,7,74,66,89.2,"347.5","","","52","","","",66,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16278",38,68478,101337,549,2013,6,"C",0,237,236,212,8,29,55,48,87.3,"388.3","","","77","","","",48,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16279",38,68478,101337,549,2013,6,"C",0,237,236,212,8,7,55,47,85.5,"363.4","","","68","","","",47,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16280",38,68478,101337,549,2013,6,"C",0,237,236,212,8,9,55,47,85.5,"360.5","","","45","","","",47,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16281",38,68478,101337,549,2013,6,"C",0,237,236,212,8,32,55,47,85.5,"423.6","","","89","","","",47,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16326",38,68478,101337,549,2013,31,"C",0,237,236,196,5,32,34,21,61.8,"398.9","","","85","","","",20,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16327",38,68478,101337,549,2013,31,"C",0,237,236,196,5,8,34,21,61.8,"416.0","","","90","","","",21,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16328",38,68478,101337,549,2013,31,"C",0,237,236,196,5,7,34,21,61.8,"378.1","","","71","","","",21,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16329",38,68478,101337,549,2013,31,"C",0,237,236,196,6,7,74,58,78.4,"360.1","","","57","","","",58,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16330",38,68478,101337,549,2013,31,"C",0,237,236,196,6,8,74,58,78.4,"358.1","","","47","","","",58,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16331",38,68478,101337,549,2013,31,"C",0,237,236,196,7,8,74,62,83.8,"360.5","","","66","","","",62,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16332",38,68478,101337,549,2013,31,"C",0,237,236,196,7,7,74,63,85.1,"347.8","","","51","","","",63,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16333",38,68478,101337,549,2013,31,"C",0,237,236,196,8,7,55,41,74.5,"363.9","","","63","","","",41,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
"16334",38,68478,101337,549,2013,31,"C",0,237,236,196,8,29,55,43,78.2,"384.0","","","72","","","",43,"KIPP Bayview Academy","San Francisco Unified","San Francisco",94124
