"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","CMA.STS.Average.Percent.Correct","School.Name","District.Name","County.Name","Zip.Code"
"86016",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,7,8,377,27,7.2,"404.6","","","81","","","",27,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86017",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,7,7,377,36,9.5,"421.8","","","86","","","",36,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86019",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,8,9,389,30,7.7,"391.0","","","63","","","",30,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86020",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,8,29,389,31,8,"408.3","","","83","","","",29,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86021",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,8,7,389,31,8,"419.3","","","90","","","",30,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86022",38,68478,6059851,0,2011,94,"C",0,1096,1093,100,8,32,389,31,8,"437.0","","","83","","","",30,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86026",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,6,8,330,295,89.4,"389.3","","","65","","","",295,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86027",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,6,7,330,295,89.4,"374.5","","","66","","","",295,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86028",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,7,7,377,345,91.5,"376.3","","","67","","","",345,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86029",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,7,8,377,288,76.4,"368.6","","","58","","","",288,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86030",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,7,9,377,57,15.1,"426.4","","","86","","","",57,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86031",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,8,9,389,302,77.6,"362.1","","","50","","","",302,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86032",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,8,28,389,47,12.1,"299.7","","","11","","","",47,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86033",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,8,7,389,348,89.5,"389.2","","","72","","","",345,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86034",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,8,29,389,353,90.7,"369.3","","","60","","","",350,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86035",38,68478,6059851,0,2011,99,"C",0,1096,1093,994,8,32,389,353,90.7,"381.4","","","63","","","",351,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86038",38,68478,6059851,0,2011,99,"S",0,1096,1093,994,6,38,330,12,3.6,"347.8","","","42","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86039",38,68478,6059851,0,2011,99,"S",0,1096,1093,994,6,39,330,12,3.6,"330.5","","","17","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86045",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,6,7,330,136,41.2,"393.0","","","76","","","",136,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86046",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,6,8,330,136,41.2,"410.7","","","76","","","",136,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86047",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,7,7,377,155,41.1,"395.0","","","79","","","",155,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86048",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,7,8,377,122,32.4,"383.9","","","70","","","",122,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86049",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,7,9,377,34,9,"426.3","","","91","","","",34,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86050",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,8,9,389,159,40.9,"372.3","","","53","","","",159,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86051",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,8,29,389,178,45.8,"385.5","","","71","","","",174,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86052",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,8,7,389,173,44.5,"406.8","","","83","","","",171,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86053",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,8,32,389,174,44.7,"403.3","","","74","","","",172,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86054",38,68478,6059851,0,2011,111,"C",0,1096,1093,480,8,28,389,17,4.4,"293.6","","","6","","","",17,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86073",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,6,7,330,129,39.1,"366.9","","","62","","","",129,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86074",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,6,8,330,130,39.4,"385.6","","","62","","","",130,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86075",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,7,9,377,24,6.4,"423.4","","","92","","","",24,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86076",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,7,8,377,142,37.7,"359.2","","","51","","","",142,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86077",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,7,7,377,165,43.8,"366.8","","","62","","","",165,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86078",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,8,28,389,38,9.8,"284.6","","","8","","","",38,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86079",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,8,32,389,164,42.2,"373.9","","","61","","","",163,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86080",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,8,9,389,135,34.7,"361.0","","","47","","","",135,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86081",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,8,7,389,161,41.4,"385.5","","","68","","","",160,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86082",38,68478,6059851,0,2011,121,"C",0,1096,1093,498,8,29,389,176,45.2,"358.0","","","56","","","",174,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86085",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,6,44,330,12,3.6,"288.8","","","8","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86086",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,6,45,330,11,3.3,"326.8","","","36","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86087",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,7,45,377,11,2.9,"274.1","","","10","","","",10,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86088",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,7,44,377,12,3.2,"320.7","","","33","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86089",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,8,44,389,12,3.1,"258.3","","","8","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86090",38,68478,6059851,0,2011,121,"M",0,1096,1093,498,8,46,389,12,3.1,"301.5","","","8","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86107",38,68478,6059851,0,2011,128,"C",0,1096,1093,99,8,29,389,33,8.5,"285.8","","","22","","","",32,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86108",38,68478,6059851,0,2011,128,"C",0,1096,1093,99,8,7,389,12,3.1,"328.9","","","33","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86109",38,68478,6059851,0,2011,128,"C",0,1096,1093,99,8,32,389,13,3.3,"291.9","","","15","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86110",38,68478,6059851,0,2011,128,"C",0,1096,1093,99,8,28,389,25,6.4,"263.4","","","0","","","",25,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86113",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,6,44,330,26,7.9,"292.7","","","15","","","",26,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86114",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,6,45,330,25,7.6,"308.7","","","28","","","",25,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86115",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,7,44,377,18,4.8,"319.9","","","33","","","",18,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86116",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,7,45,377,17,4.5,"277.8","","","13","","","",16,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86117",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,8,46,389,20,5.1,"312.8","","","15","","","",20,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86118",38,68478,6059851,0,2011,128,"M",0,1096,1093,99,8,44,389,21,5.4,"292.2","","","24","","","",21,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86122",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,6,7,330,127,38.5,"382.3","","","72","","","",127,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86123",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,6,8,330,127,38.5,"423.6","","","82","","","",127,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86124",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,7,8,377,135,35.8,"394.5","","","78","","","",135,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86125",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,7,9,377,44,11.7,"426.1","","","89","","","",44,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86126",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,7,7,377,179,47.5,"391.1","","","80","","","",179,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86127",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,8,9,389,153,39.3,"382.7","","","63","","","",153,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86128",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,8,7,389,165,42.4,"395.0","","","76","","","",165,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86129",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,8,29,389,170,43.7,"377.5","","","66","","","",170,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86130",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,8,28,389,17,4.4,"310.6","","","12","","","",17,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86131",38,68478,6059851,0,2011,129,"C",0,1096,1093,484,8,32,389,165,42.4,"399.1","","","72","","","",165,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86163",38,68478,6059851,0,2011,132,"C",0,1096,1093,34,8,32,389,14,3.6,"394.9","","","57","","","",14,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86164",38,68478,6059851,0,2011,132,"C",0,1096,1093,34,8,9,389,12,3.1,"371.0","","","42","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86165",38,68478,6059851,0,2011,132,"C",0,1096,1093,34,8,29,389,14,3.6,"371.4","","","57","","","",14,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86166",38,68478,6059851,0,2011,132,"C",0,1096,1093,34,8,7,389,15,3.9,"404.4","","","67","","","",15,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86170",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,6,7,330,16,4.8,"392.5","","","81","","","",16,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86171",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,6,8,330,16,4.8,"398.6","","","81","","","",16,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86172",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,7,8,377,13,3.4,"367.4","","","62","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86173",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,7,7,377,13,3.4,"379.3","","","62","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86174",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,8,7,389,20,5.1,"411.5","","","89","","","",19,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86175",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,8,29,389,22,5.7,"381.9","","","67","","","",21,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86176",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,8,9,389,18,4.6,"380.1","","","56","","","",18,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86178",38,68478,6059851,0,2011,133,"C",0,1096,1093,53,8,32,389,21,5.4,"395.4","","","75","","","",20,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86209",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,6,8,330,32,9.7,"330.8","","","38","","","",32,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86210",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,6,7,330,31,9.4,"295.8","","","0","","","",31,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86211",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,7,7,377,41,10.9,"299.3","","","7","","","",41,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86213",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,7,8,377,40,10.6,"305.9","","","15","","","",40,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86214",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,8,28,389,28,7.2,"282.3","","","7","","","",28,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86215",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,8,7,389,32,8.2,"306.8","","","6","","","",31,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86216",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,8,29,389,46,11.8,"283.0","","","7","","","",46,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86217",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,8,32,389,37,9.5,"278.8","","","5","","","",37,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86218",38,68478,6059851,0,2011,142,"C",0,1096,1093,137,8,9,389,16,4.1,"326.1","","","38","","","",16,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86221",38,68478,6059851,0,2011,142,"M",0,1096,1093,137,6,44,330,15,4.5,"298.0","","","13","","","",15,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86222",38,68478,6059851,0,2011,142,"M",0,1096,1093,137,6,45,330,14,4.2,"309.6","","","21","","","",14,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86229",38,68478,6059851,0,2011,142,"S",0,1096,1093,137,6,39,330,12,3.6,"330.5","","","17","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86230",38,68478,6059851,0,2011,142,"S",0,1096,1093,137,6,38,330,12,3.6,"347.8","","","42","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86236",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,6,8,330,33,10,"328.9","","","36","","","",33,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86237",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,6,7,330,32,9.7,"294.8","","","0","","","",32,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86239",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,7,7,377,42,11.1,"298.4","","","7","","","",42,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86240",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,7,8,377,41,10.9,"306.1","","","15","","","",41,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86241",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,8,28,389,28,7.2,"282.3","","","7","","","",28,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86242",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,8,32,389,37,9.5,"278.8","","","5","","","",37,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86243",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,8,9,389,16,4.1,"326.1","","","38","","","",16,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86244",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,8,29,389,46,11.8,"283.0","","","7","","","",46,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86245",38,68478,6059851,0,2011,160,"C",0,1096,1093,139,8,7,389,32,8.2,"306.8","","","6","","","",31,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86248",38,68478,6059851,0,2011,160,"M",0,1096,1093,139,6,45,330,14,4.2,"309.6","","","21","","","",14,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86249",38,68478,6059851,0,2011,160,"M",0,1096,1093,139,6,44,330,15,4.5,"298.0","","","13","","","",15,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86256",38,68478,6059851,0,2011,160,"S",0,1096,1093,139,6,39,330,12,3.6,"330.5","","","17","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86257",38,68478,6059851,0,2011,160,"S",0,1096,1093,139,6,38,330,12,3.6,"347.8","","","42","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86263",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,6,7,330,23,7,"293.8","","","0","","","",23,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86264",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,6,8,330,23,7,"335.0","","","39","","","",23,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86265",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,7,8,377,33,8.8,"311.0","","","18","","","",33,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86266",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,7,7,377,34,9,"299.0","","","9","","","",34,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86268",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,8,9,389,13,3.3,"339.5","","","46","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86269",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,8,32,389,28,7.2,"283.7","","","7","","","",28,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86270",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,8,28,389,22,5.7,"283.0","","","5","","","",22,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86271",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,8,7,389,28,7.2,"308.4","","","7","","","",28,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86272",38,68478,6059851,0,2011,165,"C",0,1096,1093,105,8,29,389,35,9,"282.7","","","9","","","",35,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86275",38,68478,6059851,0,2011,165,"M",0,1096,1093,105,6,44,330,11,3.3,"298.7","","","18","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86276",38,68478,6059851,0,2011,165,"M",0,1096,1093,105,6,45,330,11,3.3,"300.8","","","18","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86300",38,68478,6059851,0,2011,167,"S",0,1096,1093,24,6,38,330,12,3.6,"347.8","","","42","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86301",38,68478,6059851,0,2011,167,"S",0,1096,1093,24,6,39,330,12,3.6,"330.5","","","17","","","",12,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86326",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,6,8,330,103,31.2,"391.9","","","63","","","",103,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86327",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,6,7,330,103,31.2,"386.9","","","72","","","",103,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86328",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,7,7,377,106,28.1,"384.2","","","70","","","",106,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86329",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,7,8,377,93,24.7,"365.7","","","59","","","",93,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86330",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,7,9,377,14,3.7,"408.9","","","79","","","",14,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86331",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,8,9,389,109,28,"364.7","","","50","","","",109,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86332",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,8,28,389,25,6.4,"277.1","","","4","","","",25,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86333",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,8,32,389,125,32.1,"389.7","","","72","","","",124,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86334",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,8,29,389,135,34.7,"371.1","","","62","","","",132,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86335",38,68478,6059851,0,2011,180,"C",0,1096,1093,371,8,7,389,125,32.1,"397.1","","","78","","","",124,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86338",38,68478,6059851,0,2011,180,"M",0,1096,1093,371,6,45,330,11,3.3,"307.5","","","36","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86339",38,68478,6059851,0,2011,180,"M",0,1096,1093,371,6,44,330,11,3.3,"285.5","","","18","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86340",38,68478,6059851,0,2011,180,"M",0,1096,1093,371,7,44,377,13,3.4,"328.2","","","38","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86341",38,68478,6059851,0,2011,180,"M",0,1096,1093,371,7,45,377,12,3.2,"277.3","","","18","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86343",38,68478,6059851,0,2011,180,"M",0,1096,1093,371,8,44,389,11,2.8,"323.0","","","36","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86349",38,68478,6059851,0,2011,200,"C",0,1096,1093,39,7,7,377,11,2.9,"357.2","","","64","","","",11,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86355",38,68478,6059851,0,2011,200,"C",0,1096,1093,39,8,29,389,13,3.3,"292.0","","","23","","","",13,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86369",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,6,8,330,86,26.1,"411.0","","","78","","","",86,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86370",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,6,7,330,86,26.1,"375.8","","","71","","","",86,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86371",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,7,7,377,119,31.6,"380.5","","","74","","","",119,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86372",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,7,9,377,23,6.1,"421.3","","","78","","","",23,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86373",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,7,8,377,96,25.5,"386.0","","","71","","","",96,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86374",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,8,28,389,17,4.4,"302.8","","","12","","","",17,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86375",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,8,32,389,110,28.3,"381.0","","","62","","","",110,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86376",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,8,9,389,99,25.4,"369.9","","","58","","","",99,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86377",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,8,29,389,116,29.8,"362.6","","","55","","","",116,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86378",38,68478,6059851,0,2011,202,"C",0,1096,1093,330,8,7,389,110,28.3,"383.0","","","67","","","",110,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86400",38,68478,6059851,0,2011,204,"C",0,1096,1093,193,6,7,330,60,18.2,"336.6","","","43","","","",60,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86401",38,68478,6059851,0,2011,204,"C",0,1096,1093,193,6,8,330,61,18.5,"321.7","","","30","","","",61,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86402",38,68478,6059851,0,2011,204,"C",0,1096,1093,193,7,8,377,57,15.1,"314.2","","","19","","","",57,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
"86403",38,68478,6059851,0,2011,204,"C",0,1096,1093,193,7,7,377,57,15.1,"322.5","","","28","","","",57,"","Hoover (Herbert)  Middle","San Francisco Unified","San Francisco",94116
