"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","CMA.STS.Average.Percent.Correct","School.Name","District.Name","County.Name","Zip.Code"
"8633",38,10389,1,0,2011,1,"C",0,171,161,161,8,7,25,12,48,"287.4","0","9","9","36","9","45",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8635",38,10389,1,0,2011,1,"C",0,171,161,161,8,29,25,13,52,"262.8","0","0","0","17","25","58",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8636",38,10389,1,0,2011,1,"C",0,171,161,161,8,28,25,17,68,"268.6","0","0","0","23","23","54",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8637",38,10389,1,0,2011,1,"C",0,171,161,161,8,32,25,12,48,"231.3","0","0","0","10","20","70",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8640",38,10389,1,0,2011,1,"C",0,171,161,161,9,20,37,16,43.2,"281.4","0","0","0","25","38","38",16,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8642",38,10389,1,0,2011,1,"C",0,171,161,161,9,18,37,16,43.2,"256.3","0","8","8","0","33","58",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8643",38,10389,1,0,2011,1,"C",0,171,161,161,9,28,37,12,32.4,"247.9","0","0","0","9","27","64",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8645",38,10389,1,0,2011,1,"C",0,171,161,161,9,7,37,20,54.1,"280.8","0","6","6","28","22","44",18,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8646",38,10389,1,0,2011,1,"C",0,171,161,161,10,7,34,24,70.6,"265.8","0","7","7","0","40","53",15,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8647",38,10389,1,0,2011,1,"C",0,171,161,161,10,9,34,18,52.9,"252.2","0","0","0","7","29","64",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8648",38,10389,1,0,2011,1,"C",0,171,161,161,10,18,34,20,58.8,"226.9","0","0","0","0","21","79",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8649",38,10389,1,0,2011,1,"C",0,171,161,161,10,32,34,21,61.8,"250.4","0","7","7","0","14","79",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8651",38,10389,1,0,2011,1,"C",0,171,161,161,10,20,34,12,35.3,"267.7","0","0","0","10","20","70",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8659",38,10389,1,0,2011,1,"C",0,171,161,161,11,19,19,11,57.9,"266.5","13","0","13","0","25","63",8,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8660",38,10389,1,0,2011,1,"C",0,171,161,161,11,7,19,12,63.2,"266.1","0","13","13","0","50","38",8,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8678",38,10389,1,0,2011,1,"M",0,171,161,161,7,44,20,13,65,"241.3","8","0","8","8","25","58",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8679",38,10389,1,0,2011,1,"M",0,171,161,161,7,45,20,14,70,"259.3","0","0","0","25","42","33",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8681",38,10389,1,0,2011,1,"M",0,171,161,161,8,44,25,11,44,"298.9","10","30","40","0","40","20",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8716",38,10389,1,0,2011,3,"C",0,171,161,127,8,29,25,11,44,"259.1","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8718",38,10389,1,0,2011,3,"C",0,171,161,127,8,28,25,13,52,"268.2","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8719",38,10389,1,0,2011,3,"C",0,171,161,127,9,28,37,11,29.7,"241.0","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8724",38,10389,1,0,2011,3,"C",0,171,161,127,9,7,37,15,40.5,"272.4","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8725",38,10389,1,0,2011,3,"C",0,171,161,127,9,18,37,13,35.1,"252.7","","","11","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8726",38,10389,1,0,2011,3,"C",0,171,161,127,10,18,34,15,44.1,"224.7","","","0","","","",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8727",38,10389,1,0,2011,3,"C",0,171,161,127,10,32,34,16,47.1,"240.8","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8729",38,10389,1,0,2011,3,"C",0,171,161,127,10,7,34,18,52.9,"255.3","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8730",38,10389,1,0,2011,3,"C",0,171,161,127,10,9,34,12,35.3,"237.3","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8733",38,10389,1,0,2011,3,"C",0,171,161,127,10,20,34,11,32.4,"259.7","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8758",38,10389,1,0,2011,3,"M",0,171,161,127,7,45,20,13,65,"259.4","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8759",38,10389,1,0,2011,3,"M",0,171,161,127,7,44,20,12,60,"239.7","","","9","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8848",38,10389,1,0,2011,6,"C",0,171,161,138,8,28,25,12,48,"268.9","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8853",38,10389,1,0,2011,6,"C",0,171,161,138,9,28,37,11,29.7,"251.4","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8854",38,10389,1,0,2011,6,"C",0,171,161,138,9,7,37,19,51.4,"281.8","","","6","","","",17,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8856",38,10389,1,0,2011,6,"C",0,171,161,138,9,20,37,13,35.1,"280.6","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8859",38,10389,1,0,2011,6,"C",0,171,161,138,9,18,37,14,37.8,"250.9","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8860",38,10389,1,0,2011,6,"C",0,171,161,138,10,18,34,19,55.9,"226.9","","","0","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8863",38,10389,1,0,2011,6,"C",0,171,161,138,10,20,34,12,35.3,"267.7","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8865",38,10389,1,0,2011,6,"C",0,171,161,138,10,32,34,19,55.9,"254.1","","","8","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8866",38,10389,1,0,2011,6,"C",0,171,161,138,10,9,34,16,47.1,"256.7","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8867",38,10389,1,0,2011,6,"C",0,171,161,138,10,7,34,22,64.7,"268.5","","","7","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8891",38,10389,1,0,2011,6,"M",0,171,161,138,7,45,20,12,60,"264.3","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8892",38,10389,1,0,2011,6,"M",0,171,161,138,7,44,20,11,55,"253.4","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8947",38,10389,1,0,2011,31,"C",0,171,161,100,8,28,25,11,44,"287.2","","","0","","","",7,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8956",38,10389,1,0,2011,31,"C",0,171,161,100,10,7,34,14,41.2,"264.6","","","9","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8960",38,10389,1,0,2011,31,"C",0,171,161,100,10,32,34,11,32.4,"264.3","","","14","","","",7,"","District Students in NPS","Alameda City Unified","Alameda",94501
"8961",38,10389,1,0,2011,31,"C",0,171,161,100,10,18,34,11,32.4,"229.3","","","0","","","",6,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9021",38,10389,1,0,2011,74,"C",0,171,161,80,9,20,37,11,29.7,"281.5","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9025",38,10389,1,0,2011,74,"C",0,171,161,80,9,7,37,11,29.7,"285.7","","","11","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9026",38,10389,1,0,2011,74,"C",0,171,161,80,10,7,34,14,41.2,"261.8","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9028",38,10389,1,0,2011,74,"C",0,171,161,80,10,18,34,12,35.3,"232.5","","","0","","","",8,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9386",38,10389,1,0,2011,111,"C",0,171,161,61,9,7,37,11,29.7,"277.7","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9446",38,10389,1,0,2011,121,"C",0,171,161,90,8,28,25,12,48,"260.6","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9449",38,10389,1,0,2011,121,"C",0,171,161,90,9,7,37,12,32.4,"286.5","","","9","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9453",38,10389,1,0,2011,121,"C",0,171,161,90,9,20,37,11,29.7,"283.5","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9456",38,10389,1,0,2011,121,"C",0,171,161,90,10,18,34,11,32.4,"231.9","","","0","","","",7,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9461",38,10389,1,0,2011,121,"C",0,171,161,90,10,9,34,11,32.4,"252.9","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9462",38,10389,1,0,2011,121,"C",0,171,161,90,10,7,34,14,41.2,"262.4","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9518",38,10389,1,0,2011,128,"C",0,171,161,157,8,7,25,11,44,"276.7","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9520",38,10389,1,0,2011,128,"C",0,171,161,157,8,32,25,11,44,"234.9","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9521",38,10389,1,0,2011,128,"C",0,171,161,157,8,29,25,12,48,"257.2","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9522",38,10389,1,0,2011,128,"C",0,171,161,157,8,28,25,16,64,"261.5","","","0","","","",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9523",38,10389,1,0,2011,128,"C",0,171,161,157,9,28,37,11,29.7,"247.0","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9525",38,10389,1,0,2011,128,"C",0,171,161,157,9,20,37,14,37.8,"283.4","","","0","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9527",38,10389,1,0,2011,128,"C",0,171,161,157,9,18,37,14,37.8,"257.0","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9530",38,10389,1,0,2011,128,"C",0,171,161,157,9,7,37,18,48.6,"282.3","","","6","","","",17,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9531",38,10389,1,0,2011,128,"C",0,171,161,157,10,9,34,18,52.9,"252.2","","","0","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9532",38,10389,1,0,2011,128,"C",0,171,161,157,10,7,34,24,70.6,"265.8","","","7","","","",15,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9533",38,10389,1,0,2011,128,"C",0,171,161,157,10,32,34,21,61.8,"250.4","","","7","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9535",38,10389,1,0,2011,128,"C",0,171,161,157,10,18,34,20,58.8,"226.9","","","0","","","",14,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9537",38,10389,1,0,2011,128,"C",0,171,161,157,10,20,34,12,35.3,"267.7","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9540",38,10389,1,0,2011,128,"C",0,171,161,157,11,19,19,11,57.9,"266.5","","","13","","","",8,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9545",38,10389,1,0,2011,128,"C",0,171,161,157,11,7,19,12,63.2,"266.1","","","13","","","",8,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9563",38,10389,1,0,2011,128,"M",0,171,161,157,7,45,20,14,70,"259.3","","","0","","","",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9564",38,10389,1,0,2011,128,"M",0,171,161,157,7,44,20,13,65,"241.3","","","8","","","",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9565",38,10389,1,0,2011,128,"M",0,171,161,157,8,44,25,11,44,"298.9","","","40","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9778",38,10389,1,0,2011,180,"C",0,171,161,135,8,28,25,12,48,"268.9","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9784",38,10389,1,0,2011,180,"C",0,171,161,135,9,28,37,11,29.7,"251.4","","","0","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9785",38,10389,1,0,2011,180,"C",0,171,161,135,9,7,37,19,51.4,"281.8","","","6","","","",17,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9787",38,10389,1,0,2011,180,"C",0,171,161,135,9,18,37,14,37.8,"250.9","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9789",38,10389,1,0,2011,180,"C",0,171,161,135,9,20,37,13,35.1,"280.6","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9790",38,10389,1,0,2011,180,"C",0,171,161,135,10,20,34,11,32.4,"270.3","","","0","","","",9,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9792",38,10389,1,0,2011,180,"C",0,171,161,135,10,18,34,18,52.9,"225.8","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9794",38,10389,1,0,2011,180,"C",0,171,161,135,10,32,34,18,52.9,"256.8","","","8","","","",12,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9795",38,10389,1,0,2011,180,"C",0,171,161,135,10,9,34,16,47.1,"256.7","","","0","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9797",38,10389,1,0,2011,180,"C",0,171,161,135,10,7,34,21,61.8,"269.5","","","8","","","",13,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9821",38,10389,1,0,2011,180,"M",0,171,161,135,7,44,20,11,55,"253.4","","","10","","","",10,"","District Students in NPS","Alameda City Unified","Alameda",94501
"9822",38,10389,1,0,2011,180,"M",0,171,161,135,7,45,20,12,60,"264.3","","","0","","","",11,"","District Students in NPS","Alameda City Unified","Alameda",94501
"10149",38,10389,3830361,0,2011,1,"C",0,84,80,80,9,18,36,25,69.4,"228.2","0","0","0","0","0","100",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10150",38,10389,3830361,0,2011,1,"C",0,84,80,80,9,7,36,33,91.7,"263.4","0","0","0","10","35","55",31,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10151",38,10389,3830361,0,2011,1,"C",0,84,80,80,9,9,36,29,80.6,"250.4","0","0","0","7","26","67",27,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10152",38,10389,3830361,0,2011,1,"C",0,84,80,80,9,20,36,27,75,"264.2","0","0","0","4","32","64",25,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10153",38,10389,3830361,0,2011,1,"C",0,84,80,80,10,20,29,23,79.3,"272.7","0","0","0","21","11","68",19,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10154",38,10389,3830361,0,2011,1,"C",0,84,80,80,10,9,29,26,89.7,"238.9","0","0","0","0","29","71",24,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10155",38,10389,3830361,0,2011,1,"C",0,84,80,80,10,18,29,23,79.3,"246.7","0","0","0","11","17","72",18,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10156",38,10389,3830361,0,2011,1,"C",0,84,80,80,10,7,29,26,89.7,"259.1","0","9","9","5","18","68",22,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10157",38,10389,3830361,0,2011,1,"C",0,84,80,80,10,32,29,23,79.3,"250.2","0","0","0","13","13","75",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10158",38,10389,3830361,0,2011,1,"C",0,84,80,80,11,7,18,16,88.9,"254.9","0","0","0","14","7","79",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10159",38,10389,3830361,0,2011,1,"C",0,84,80,80,11,18,18,14,77.8,"236.4","0","0","0","8","0","92",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10160",38,10389,3830361,0,2011,1,"C",0,84,80,80,11,19,18,13,72.2,"247.3","0","0","0","9","18","73",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10161",38,10389,3830361,0,2011,1,"C",0,84,80,80,11,9,18,16,88.9,"255.7","0","0","0","6","50","44",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10162",38,10389,3830361,0,2011,1,"C",0,84,80,80,11,20,18,16,88.9,"274.1","0","0","0","13","33","53",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10171",38,10389,3830361,0,2011,3,"C",0,84,80,67,9,18,36,20,55.6,"223.1","","","0","","","",17,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10172",38,10389,3830361,0,2011,3,"C",0,84,80,67,9,20,36,25,69.4,"263.7","","","0","","","",23,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10173",38,10389,3830361,0,2011,3,"C",0,84,80,67,9,9,36,25,69.4,"249.6","","","0","","","",23,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10174",38,10389,3830361,0,2011,3,"C",0,84,80,67,9,7,36,25,69.4,"260.0","","","0","","","",24,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10175",38,10389,3830361,0,2011,3,"C",0,84,80,67,10,9,29,23,79.3,"239.0","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10176",38,10389,3830361,0,2011,3,"C",0,84,80,67,10,20,29,21,72.4,"272.7","","","0","","","",18,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10177",38,10389,3830361,0,2011,3,"C",0,84,80,67,10,18,29,21,72.4,"247.4","","","0","","","",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10178",38,10389,3830361,0,2011,3,"C",0,84,80,67,10,7,29,24,82.8,"263.2","","","10","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10179",38,10389,3830361,0,2011,3,"C",0,84,80,67,10,32,29,23,79.3,"250.2","","","0","","","",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10180",38,10389,3830361,0,2011,3,"C",0,84,80,67,11,19,18,13,72.2,"247.3","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10181",38,10389,3830361,0,2011,3,"C",0,84,80,67,11,7,18,16,88.9,"254.9","","","0","","","",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10182",38,10389,3830361,0,2011,3,"C",0,84,80,67,11,18,18,14,77.8,"236.4","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10183",38,10389,3830361,0,2011,3,"C",0,84,80,67,11,20,18,15,83.3,"275.3","","","0","","","",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10184",38,10389,3830361,0,2011,3,"C",0,84,80,67,11,9,18,15,83.3,"256.9","","","0","","","",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10206",38,10389,3830361,0,2011,6,"C",0,84,80,61,9,9,36,21,58.3,"251.2","","","0","","","",20,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10207",38,10389,3830361,0,2011,6,"C",0,84,80,61,9,18,36,18,50,"231.9","","","0","","","",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10208",38,10389,3830361,0,2011,6,"C",0,84,80,61,9,20,36,20,55.6,"264.3","","","0","","","",18,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10209",38,10389,3830361,0,2011,6,"C",0,84,80,61,9,7,36,22,61.1,"260.4","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10210",38,10389,3830361,0,2011,6,"C",0,84,80,61,10,20,29,20,69,"271.1","","","0","","","",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10211",38,10389,3830361,0,2011,6,"C",0,84,80,61,10,18,29,19,65.5,"244.0","","","0","","","",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10212",38,10389,3830361,0,2011,6,"C",0,84,80,61,10,9,29,22,75.9,"237.6","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10213",38,10389,3830361,0,2011,6,"C",0,84,80,61,10,32,29,20,69,"244.3","","","0","","","",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10214",38,10389,3830361,0,2011,6,"C",0,84,80,61,10,7,29,23,79.3,"257.8","","","10","","","",20,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10215",38,10389,3830361,0,2011,6,"C",0,84,80,61,11,7,18,12,66.7,"252.5","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10217",38,10389,3830361,0,2011,6,"C",0,84,80,61,11,9,18,13,72.2,"257.3","","","0","","","",13,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10218",38,10389,3830361,0,2011,6,"C",0,84,80,61,11,18,18,11,61.1,"240.9","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10219",38,10389,3830361,0,2011,6,"C",0,84,80,61,11,20,18,13,72.2,"272.2","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10266",38,10389,3830361,0,2011,31,"C",0,84,80,54,9,18,36,20,55.6,"221.3","","","0","","","",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10267",38,10389,3830361,0,2011,31,"C",0,84,80,54,9,9,36,24,66.7,"248.6","","","0","","","",22,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10268",38,10389,3830361,0,2011,31,"C",0,84,80,54,9,20,36,23,63.9,"259.6","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10269",38,10389,3830361,0,2011,31,"C",0,84,80,54,9,7,36,27,75,"260.2","","","0","","","",25,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10270",38,10389,3830361,0,2011,31,"C",0,84,80,54,10,20,29,11,37.9,"264.3","","","0","","","",7,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10271",38,10389,3830361,0,2011,31,"C",0,84,80,54,10,9,29,13,44.8,"227.7","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10273",38,10389,3830361,0,2011,31,"C",0,84,80,54,10,32,29,11,37.9,"230.6","","","0","","","",8,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10274",38,10389,3830361,0,2011,31,"C",0,84,80,54,10,7,29,13,44.8,"236.5","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10275",38,10389,3830361,0,2011,31,"C",0,84,80,54,11,7,18,11,61.1,"250.9","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10320",38,10389,3830361,0,2011,78,"C",0,84,80,28,9,7,36,16,44.4,"265.3","","","0","","","",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10321",38,10389,3830361,0,2011,78,"C",0,84,80,28,9,18,36,11,30.6,"226.1","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10322",38,10389,3830361,0,2011,78,"C",0,84,80,28,9,9,36,12,33.3,"260.3","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10323",38,10389,3830361,0,2011,78,"C",0,84,80,28,9,20,36,12,33.3,"270.3","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10381",38,10389,3830361,0,2011,91,"C",0,84,80,16,9,7,36,11,30.6,"260.0","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10417",38,10389,3830361,0,2011,99,"C",0,84,80,65,9,18,36,20,55.6,"227.8","","","0","","","",18,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10418",38,10389,3830361,0,2011,99,"C",0,84,80,65,9,9,36,23,63.9,"247.9","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10419",38,10389,3830361,0,2011,99,"C",0,84,80,65,9,20,36,22,61.1,"263.4","","","0","","","",21,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10420",38,10389,3830361,0,2011,99,"C",0,84,80,65,9,7,36,27,75,"262.3","","","0","","","",25,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10421",38,10389,3830361,0,2011,99,"C",0,84,80,65,10,20,29,18,62.1,"267.5","","","0","","","",15,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10422",38,10389,3830361,0,2011,99,"C",0,84,80,65,10,32,29,19,65.5,"246.2","","","0","","","",13,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10423",38,10389,3830361,0,2011,99,"C",0,84,80,65,10,9,29,22,75.9,"236.2","","","0","","","",20,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10424",38,10389,3830361,0,2011,99,"C",0,84,80,65,10,7,29,22,75.9,"250.8","","","6","","","",18,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10425",38,10389,3830361,0,2011,99,"C",0,84,80,65,10,18,29,19,65.5,"243.1","","","0","","","",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10426",38,10389,3830361,0,2011,99,"C",0,84,80,65,11,18,18,11,61.1,"244.0","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10427",38,10389,3830361,0,2011,99,"C",0,84,80,65,11,7,18,13,72.2,"256.5","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10429",38,10389,3830361,0,2011,99,"C",0,84,80,65,11,9,18,13,72.2,"257.2","","","0","","","",13,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10430",38,10389,3830361,0,2011,99,"C",0,84,80,65,11,20,18,13,72.2,"275.6","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10439",38,10389,3830361,0,2011,111,"C",0,84,80,26,10,9,29,13,44.8,"248.3","","","0","","","",13,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10440",38,10389,3830361,0,2011,111,"C",0,84,80,26,10,20,29,12,41.4,"277.6","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10441",38,10389,3830361,0,2011,111,"C",0,84,80,26,10,32,29,12,41.4,"269.8","","","0","","","",8,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10442",38,10389,3830361,0,2011,111,"C",0,84,80,26,10,7,29,13,44.8,"281.7","","","18","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10443",38,10389,3830361,0,2011,111,"C",0,84,80,26,10,18,29,13,44.8,"261.0","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
