"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"26909",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,11,324,40,12.3,"370.5","","","65","","","",40,"Novato High","Novato Unified","Marin",94947
"26910",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,13,324,12,3.7,"394.9","","","50","","","",12,"Novato High","Novato Unified","Marin",94947
"26912",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,7,324,77,23.8,"409.2","","","91","","","",77,"Novato High","Novato Unified","Marin",94947
"26914",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,9,324,20,6.2,"362.0","","","55","","","",20,"Novato High","Novato Unified","Marin",94947
"26915",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,22,324,11,3.4,"344.8","","","55","","","",11,"Novato High","Novato Unified","Marin",94947
"26916",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,9,20,324,59,18.2,"409.2","","","95","","","",59,"Novato High","Novato Unified","Marin",94947
"26917",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,20,356,23,6.5,"374.9","","","70","","","",23,"Novato High","Novato Unified","Marin",94947
"26919",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,21,356,68,19.1,"370.9","","","65","","","",68,"Novato High","Novato Unified","Marin",94947
"26920",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,32,356,94,26.4,"413.3","","","86","","","",94,"Novato High","Novato Unified","Marin",94947
"26922",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,18,356,94,26.4,"411.1","","","81","","","",94,"Novato High","Novato Unified","Marin",94947
"26924",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,7,356,94,26.4,"407.0","","","90","","","",94,"Novato High","Novato Unified","Marin",94947
"26925",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,13,356,54,15.2,"349.7","","","43","","","",54,"Novato High","Novato Unified","Marin",94947
"26926",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,10,11,356,27,7.6,"336.8","","","37","","","",27,"Novato High","Novato Unified","Marin",94947
"26928",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,13,337,17,5,"294.1","","","6","","","",17,"Novato High","Novato Unified","Marin",94947
"26929",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,23,337,15,4.5,"383.4","","","87","","","",15,"Novato High","Novato Unified","Marin",94947
"26930",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,19,337,86,25.5,"398.2","","","84","","","",86,"Novato High","Novato Unified","Marin",94947
"26931",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,7,337,88,26.1,"407.1","","","84","","","",88,"Novato High","Novato Unified","Marin",94947
"26935",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,21,337,15,4.5,"344.7","","","47","","","",15,"Novato High","Novato Unified","Marin",94947
"26936",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,15,337,54,16,"374.8","","","72","","","",54,"Novato High","Novato Unified","Marin",94947
"26937",21,65417,2132272,0,2013,94,"C",0,1017,1003,259,11,20,337,36,10.7,"474.8","","","92","","","",36,"Novato High","Novato Unified","Marin",94947
"26948",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,13,324,36,11.1,"375.6","","","53","","","",36,"Novato High","Novato Unified","Marin",94947
"26949",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,28,324,41,12.7,"304.5","","","20","","","",41,"Novato High","Novato Unified","Marin",94947
"26951",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,9,324,123,38,"339.9","","","42","","","",123,"Novato High","Novato Unified","Marin",94947
"26952",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,7,324,299,92.3,"379.5","","","70","","","",299,"Novato High","Novato Unified","Marin",94947
"26953",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,11,324,96,29.6,"364.3","","","59","","","",96,"Novato High","Novato Unified","Marin",94947
"26954",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,22,324,99,30.6,"342.7","","","39","","","",99,"Novato High","Novato Unified","Marin",94947
"26955",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,9,20,324,158,48.8,"399.9","","","85","","","",158,"Novato High","Novato Unified","Marin",94947
"26956",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,11,356,102,28.7,"311.3","","","22","","","",102,"Novato High","Novato Unified","Marin",94947
"26957",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,7,356,333,93.5,"364.1","","","60","","","",333,"Novato High","Novato Unified","Marin",94947
"26959",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,9,356,98,27.5,"311.6","","","23","","","",98,"Novato High","Novato Unified","Marin",94947
"26960",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,18,356,326,91.6,"367.6","","","57","","","",326,"Novato High","Novato Unified","Marin",94947
"26961",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,13,356,124,34.8,"338.3","","","38","","","",124,"Novato High","Novato Unified","Marin",94947
"26962",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,20,356,114,32,"347.1","","","47","","","",114,"Novato High","Novato Unified","Marin",94947
"26964",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,21,356,171,48,"355.0","","","52","","","",171,"Novato High","Novato Unified","Marin",94947
"26965",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,22,356,32,9,"316.3","","","22","","","",32,"Novato High","Novato Unified","Marin",94947
"26966",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,10,32,356,332,93.3,"374.0","","","64","","","",332,"Novato High","Novato Unified","Marin",94947
"26967",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,13,337,82,24.3,"295.4","","","7","","","",82,"Novato High","Novato Unified","Marin",94947
"26969",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,9,337,40,11.9,"293.8","","","8","","","",40,"Novato High","Novato Unified","Marin",94947
"26970",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,23,337,45,13.4,"377.0","","","80","","","",45,"Novato High","Novato Unified","Marin",94947
"26971",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,19,337,299,88.7,"371.1","","","67","","","",299,"Novato High","Novato Unified","Marin",94947
"26972",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,7,337,307,91.1,"370.8","","","64","","","",307,"Novato High","Novato Unified","Marin",94947
"26973",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,11,337,57,16.9,"292.2","","","7","","","",57,"Novato High","Novato Unified","Marin",94947
"26974",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,22,337,19,5.6,"309.8","","","26","","","",19,"Novato High","Novato Unified","Marin",94947
"26975",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,21,337,82,24.3,"331.1","","","33","","","",82,"Novato High","Novato Unified","Marin",94947
"26976",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,15,337,118,35,"375.8","","","65","","","",118,"Novato High","Novato Unified","Marin",94947
"26977",21,65417,2132272,0,2013,99,"C",0,1017,1003,942,11,20,337,92,27.3,"423.8","","","74","","","",92,"Novato High","Novato Unified","Marin",94947
"26988",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,22,324,40,12.3,"350.7","","","45","","","",40,"Novato High","Novato Unified","Marin",94947
"26989",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,20,324,130,40.1,"407.1","","","89","","","",130,"Novato High","Novato Unified","Marin",94947
"26990",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,9,324,69,21.3,"354.2","","","54","","","",69,"Novato High","Novato Unified","Marin",94947
"26991",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,28,324,13,4,"319.8","","","23","","","",13,"Novato High","Novato Unified","Marin",94947
"26992",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,13,324,31,9.6,"382.9","","","58","","","",31,"Novato High","Novato Unified","Marin",94947
"26993",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,7,324,193,59.6,"404.5","","","87","","","",193,"Novato High","Novato Unified","Marin",94947
"26995",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,9,11,324,78,24.1,"372.6","","","65","","","",78,"Novato High","Novato Unified","Marin",94947
"26996",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,11,356,74,20.8,"313.7","","","24","","","",74,"Novato High","Novato Unified","Marin",94947
"26997",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,18,356,236,66.3,"384.0","","","64","","","",236,"Novato High","Novato Unified","Marin",94947
"26998",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,7,356,239,67.1,"378.6","","","72","","","",239,"Novato High","Novato Unified","Marin",94947
"27000",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,13,356,113,31.7,"339.2","","","37","","","",113,"Novato High","Novato Unified","Marin",94947
"27001",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,9,356,42,11.8,"308.3","","","21","","","",42,"Novato High","Novato Unified","Marin",94947
"27002",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,20,356,68,19.1,"357.1","","","59","","","",68,"Novato High","Novato Unified","Marin",94947
"27005",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,32,356,238,66.9,"388.6","","","73","","","",238,"Novato High","Novato Unified","Marin",94947
"27006",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,10,21,356,146,41,"359.3","","","57","","","",146,"Novato High","Novato Unified","Marin",94947
"27007",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,21,337,60,17.8,"336.4","","","37","","","",60,"Novato High","Novato Unified","Marin",94947
"27008",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,22,337,13,3.9,"311.0","","","31","","","",13,"Novato High","Novato Unified","Marin",94947
"27009",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,15,337,110,32.6,"376.6","","","67","","","",110,"Novato High","Novato Unified","Marin",94947
"27010",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,20,337,67,19.9,"448.1","","","85","","","",67,"Novato High","Novato Unified","Marin",94947
"27011",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,9,337,23,6.8,"296.5","","","9","","","",23,"Novato High","Novato Unified","Marin",94947
"27012",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,13,337,67,19.9,"294.5","","","6","","","",67,"Novato High","Novato Unified","Marin",94947
"27013",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,23,337,43,12.8,"375.7","","","79","","","",43,"Novato High","Novato Unified","Marin",94947
"27014",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,7,337,240,71.2,"379.3","","","70","","","",240,"Novato High","Novato Unified","Marin",94947
"27016",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,19,337,234,69.4,"378.0","","","71","","","",234,"Novato High","Novato Unified","Marin",94947
"27017",21,65417,2132272,0,2013,111,"C",0,1017,1003,674,11,11,337,29,8.6,"286.7","","","7","","","",29,"Novato High","Novato Unified","Marin",94947
"27071",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,9,28,324,11,3.4,"315.5","","","27","","","",11,"Novato High","Novato Unified","Marin",94947
"27072",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,9,7,324,20,6.2,"297.9","","","5","","","",20,"Novato High","Novato Unified","Marin",94947
"27074",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,9,22,324,16,4.9,"301.8","","","6","","","",16,"Novato High","Novato Unified","Marin",94947
"27076",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,10,32,356,15,4.2,"313.5","","","20","","","",15,"Novato High","Novato Unified","Marin",94947
"27080",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,10,18,356,17,4.8,"296.1","","","24","","","",17,"Novato High","Novato Unified","Marin",94947
"27081",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,10,7,356,16,4.5,"308.8","","","19","","","",16,"Novato High","Novato Unified","Marin",94947
"27086",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,11,19,337,16,4.7,"291.1","","","19","","","",16,"Novato High","Novato Unified","Marin",94947
"27087",21,65417,2132272,0,2013,128,"C",0,1017,1003,61,11,7,337,20,5.9,"287.3","","","15","","","",20,"Novato High","Novato Unified","Marin",94947
"27108",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,9,22,324,27,8.3,"304.3","","","15","","","",27,"Novato High","Novato Unified","Marin",94947
"27109",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,9,28,324,15,4.6,"283.9","","","13","","","",15,"Novato High","Novato Unified","Marin",94947
"27111",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,9,9,324,17,5.2,"300.5","","","12","","","",17,"Novato High","Novato Unified","Marin",94947
"27112",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,9,7,324,36,11.1,"291.7","","","3","","","",36,"Novato High","Novato Unified","Marin",94947
"27113",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,10,7,356,20,5.6,"269.6","","","0","","","",20,"Novato High","Novato Unified","Marin",94947
"27114",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,10,9,356,19,5.3,"283.1","","","5","","","",19,"Novato High","Novato Unified","Marin",94947
"27115",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,10,18,356,19,5.3,"248.2","","","0","","","",19,"Novato High","Novato Unified","Marin",94947
"27117",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,10,22,356,13,3.7,"288.8","","","0","","","",13,"Novato High","Novato Unified","Marin",94947
"27118",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,10,32,356,20,5.6,"273.2","","","5","","","",20,"Novato High","Novato Unified","Marin",94947
"27126",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,11,9,337,15,4.5,"271.1","","","0","","","",15,"Novato High","Novato Unified","Marin",94947
"27128",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,11,7,337,20,5.9,"270.6","","","0","","","",20,"Novato High","Novato Unified","Marin",94947
"27129",21,65417,2132272,0,2013,142,"C",0,1017,1003,80,11,19,337,18,5.3,"265.9","","","6","","","",18,"Novato High","Novato Unified","Marin",94947
"27147",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,9,7,324,18,5.6,"404.2","","","89","","","",18,"Novato High","Novato Unified","Marin",94947
"27150",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,9,20,324,13,4,"419.9","","","92","","","",13,"Novato High","Novato Unified","Marin",94947
"27154",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,10,21,356,13,3.7,"381.2","","","77","","","",13,"Novato High","Novato Unified","Marin",94947
"27155",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,10,32,356,19,5.3,"400.2","","","79","","","",19,"Novato High","Novato Unified","Marin",94947
"27157",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,10,7,356,19,5.3,"393.7","","","68","","","",19,"Novato High","Novato Unified","Marin",94947
"27159",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,10,18,356,19,5.3,"399.1","","","74","","","",19,"Novato High","Novato Unified","Marin",94947
"27163",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,11,19,337,20,5.9,"379.5","","","70","","","",20,"Novato High","Novato Unified","Marin",94947
"27164",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,11,7,337,21,6.2,"370.6","","","67","","","",21,"Novato High","Novato Unified","Marin",94947
"27169",21,65417,2132272,0,2013,144,"C",0,1017,1003,58,11,15,337,11,3.3,"379.2","","","73","","","",11,"Novato High","Novato Unified","Marin",94947
"27182",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,9,22,324,28,8.6,"302.0","","","14","","","",28,"Novato High","Novato Unified","Marin",94947
"27183",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,9,28,324,15,4.6,"283.9","","","13","","","",15,"Novato High","Novato Unified","Marin",94947
"27185",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,9,9,324,18,5.6,"296.8","","","11","","","",18,"Novato High","Novato Unified","Marin",94947
"27186",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,9,7,324,37,11.4,"290.8","","","3","","","",37,"Novato High","Novato Unified","Marin",94947
"27187",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,10,18,356,19,5.3,"248.2","","","0","","","",19,"Novato High","Novato Unified","Marin",94947
"27188",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,10,9,356,21,5.9,"281.2","","","5","","","",21,"Novato High","Novato Unified","Marin",94947
"27189",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,10,7,356,22,6.2,"268.4","","","0","","","",22,"Novato High","Novato Unified","Marin",94947
"27191",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,10,22,356,14,3.9,"286.5","","","0","","","",14,"Novato High","Novato Unified","Marin",94947
"27192",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,10,32,356,22,6.2,"272.3","","","5","","","",22,"Novato High","Novato Unified","Marin",94947
"27199",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,11,7,337,22,6.5,"267.6","","","0","","","",22,"Novato High","Novato Unified","Marin",94947
"27201",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,11,19,337,18,5.3,"265.9","","","6","","","",18,"Novato High","Novato Unified","Marin",94947
"27202",21,65417,2132272,0,2013,160,"C",0,1017,1003,85,11,9,337,17,5,"270.4","","","0","","","",17,"Novato High","Novato Unified","Marin",94947
"27228",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,9,28,324,12,3.7,"294.8","","","17","","","",12,"Novato High","Novato Unified","Marin",94947
"27229",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,9,22,324,25,7.7,"305.9","","","16","","","",25,"Novato High","Novato Unified","Marin",94947
"27230",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,9,9,324,16,4.9,"300.6","","","13","","","",16,"Novato High","Novato Unified","Marin",94947
"27231",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,9,7,324,32,9.9,"293.4","","","3","","","",32,"Novato High","Novato Unified","Marin",94947
"27232",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,10,7,356,16,4.5,"274.9","","","0","","","",16,"Novato High","Novato Unified","Marin",94947
"27233",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,10,9,356,15,4.2,"288.3","","","7","","","",15,"Novato High","Novato Unified","Marin",94947
"27234",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,10,18,356,15,4.2,"251.2","","","0","","","",15,"Novato High","Novato Unified","Marin",94947
"27235",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,10,22,356,11,3.1,"285.8","","","0","","","",11,"Novato High","Novato Unified","Marin",94947
"27236",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,10,32,356,16,4.5,"279.8","","","6","","","",16,"Novato High","Novato Unified","Marin",94947
"27244",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,11,9,337,14,4.2,"273.7","","","0","","","",14,"Novato High","Novato Unified","Marin",94947
"27245",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,11,7,337,19,5.6,"266.3","","","0","","","",19,"Novato High","Novato Unified","Marin",94947
"27247",21,65417,2132272,0,2013,167,"C",0,1017,1003,71,11,19,337,16,4.7,"264.6","","","6","","","",16,"Novato High","Novato Unified","Marin",94947
"27277",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,22,324,53,16.4,"352.2","","","45","","","",53,"Novato High","Novato Unified","Marin",94947
"27278",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,20,324,120,37,"408.2","","","88","","","",120,"Novato High","Novato Unified","Marin",94947
"27279",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,9,324,74,22.8,"347.5","","","47","","","",74,"Novato High","Novato Unified","Marin",94947
"27280",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,7,324,201,62,"395.5","","","79","","","",201,"Novato High","Novato Unified","Marin",94947
"27282",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,28,324,26,8,"315.7","","","31","","","",26,"Novato High","Novato Unified","Marin",94947
"27283",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,13,324,31,9.6,"384.7","","","61","","","",31,"Novato High","Novato Unified","Marin",94947
"27284",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,9,11,324,68,21,"373.2","","","66","","","",68,"Novato High","Novato Unified","Marin",94947
"27285",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,11,356,80,22.5,"313.5","","","25","","","",80,"Novato High","Novato Unified","Marin",94947
"27286",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,13,356,102,28.7,"335.3","","","34","","","",102,"Novato High","Novato Unified","Marin",94947
"27287",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,18,356,235,66,"377.9","","","63","","","",235,"Novato High","Novato Unified","Marin",94947
"27288",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,9,356,49,13.8,"313.5","","","22","","","",49,"Novato High","Novato Unified","Marin",94947
"27289",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,7,356,238,66.9,"374.1","","","68","","","",238,"Novato High","Novato Unified","Marin",94947
"27290",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,20,356,78,21.9,"356.9","","","56","","","",78,"Novato High","Novato Unified","Marin",94947
"27293",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,21,356,135,37.9,"356.2","","","55","","","",135,"Novato High","Novato Unified","Marin",94947
"27294",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,10,32,356,236,66.3,"384.5","","","72","","","",236,"Novato High","Novato Unified","Marin",94947
"27295",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,21,337,59,17.5,"335.3","","","36","","","",59,"Novato High","Novato Unified","Marin",94947
"27296",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,22,337,13,3.9,"340.6","","","46","","","",13,"Novato High","Novato Unified","Marin",94947
"27297",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,15,337,104,30.9,"379.1","","","68","","","",104,"Novato High","Novato Unified","Marin",94947
"27298",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,20,337,70,20.8,"447.1","","","84","","","",70,"Novato High","Novato Unified","Marin",94947
"27299",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,9,337,16,4.7,"305.3","","","13","","","",16,"Novato High","Novato Unified","Marin",94947
"27300",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,7,337,238,70.6,"382.8","","","71","","","",238,"Novato High","Novato Unified","Marin",94947
"27301",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,23,337,39,11.6,"383.7","","","85","","","",39,"Novato High","Novato Unified","Marin",94947
"27302",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,19,337,232,68.8,"381.6","","","73","","","",232,"Novato High","Novato Unified","Marin",94947
"27304",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,13,337,69,20.5,"298.1","","","6","","","",69,"Novato High","Novato Unified","Marin",94947
"27305",21,65417,2132272,0,2013,180,"C",0,1017,1003,680,11,11,337,35,10.4,"293.5","","","9","","","",35,"Novato High","Novato Unified","Marin",94947
"27321",21,65417,2132272,0,2013,200,"C",0,1017,1003,26,9,7,324,11,3.4,"333.5","","","27","","","",11,"Novato High","Novato Unified","Marin",94947
"27387",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,20,324,22,6.8,"365.6","","","68","","","",22,"Novato High","Novato Unified","Marin",94947
"27388",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,22,324,58,17.9,"324.5","","","24","","","",58,"Novato High","Novato Unified","Marin",94947
"27391",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,9,324,46,14.2,"325.6","","","30","","","",46,"Novato High","Novato Unified","Marin",94947
"27392",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,7,324,96,29.6,"325.6","","","30","","","",96,"Novato High","Novato Unified","Marin",94947
"27393",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,28,324,30,9.3,"298.4","","","13","","","",30,"Novato High","Novato Unified","Marin",94947
"27394",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,9,11,324,13,4,"320.7","","","31","","","",13,"Novato High","Novato Unified","Marin",94947
"27395",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,11,356,22,6.2,"295.8","","","9","","","",22,"Novato High","Novato Unified","Marin",94947
"27396",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,7,356,73,20.5,"315.8","","","25","","","",73,"Novato High","Novato Unified","Marin",94947
"27397",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,9,356,47,13.2,"302.1","","","17","","","",47,"Novato High","Novato Unified","Marin",94947
"27398",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,18,356,70,19.7,"311.5","","","31","","","",70,"Novato High","Novato Unified","Marin",94947
"27400",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,22,356,23,6.5,"309.4","","","13","","","",23,"Novato High","Novato Unified","Marin",94947
"27401",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,21,356,14,3.9,"325.7","","","14","","","",14,"Novato High","Novato Unified","Marin",94947
"27402",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,20,356,36,10.1,"318.2","","","17","","","",36,"Novato High","Novato Unified","Marin",94947
"27403",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,10,32,356,72,20.2,"322.5","","","25","","","",72,"Novato High","Novato Unified","Marin",94947
"27404",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,20,337,21,6.2,"331.5","","","29","","","",21,"Novato High","Novato Unified","Marin",94947
"27406",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,21,337,20,5.9,"319.6","","","25","","","",20,"Novato High","Novato Unified","Marin",94947
"27408",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,13,337,12,3.6,"296.8","","","17","","","",12,"Novato High","Novato Unified","Marin",94947
"27410",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,19,337,57,16.9,"329.8","","","42","","","",57,"Novato High","Novato Unified","Marin",94947
"27411",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,9,337,21,6.2,"290.0","","","5","","","",21,"Novato High","Novato Unified","Marin",94947
"27412",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,7,337,61,18.1,"317.0","","","28","","","",61,"Novato High","Novato Unified","Marin",94947
"27414",21,65417,2132272,0,2013,204,"C",0,1017,1003,235,11,11,337,23,6.8,"291.1","","","4","","","",23,"Novato High","Novato Unified","Marin",94947
"27428",21,65417,2132272,0,2013,206,"C",0,1017,1003,52,9,7,324,13,4,"337.0","","","46","","","",13,"Novato High","Novato Unified","Marin",94947
"27436",21,65417,2132272,0,2013,206,"C",0,1017,1003,52,10,9,356,13,3.7,"329.5","","","38","","","",13,"Novato High","Novato Unified","Marin",94947
"27437",21,65417,2132272,0,2013,206,"C",0,1017,1003,52,10,7,356,25,7,"347.4","","","40","","","",25,"Novato High","Novato Unified","Marin",94947
