"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"6411",21,10215,2130037,0,2013,1,"C",0,68,52,52,10,7,29,19,65.5,"269.8","0","6","6","25","0","69",16,"Marin County Community","Marin County Office of Education","Marin",94913
"6412",21,10215,2130037,0,2013,1,"C",0,68,52,52,10,9,29,11,37.9,"252.5","0","0","0","0","60","40",10,"Marin County Community","Marin County Office of Education","Marin",94913
"6413",21,10215,2130037,0,2013,1,"C",0,68,52,52,10,18,29,11,37.9,"248.0","0","0","0","10","10","80",10,"Marin County Community","Marin County Office of Education","Marin",94913
"6414",21,10215,2130037,0,2013,1,"C",0,68,52,52,10,32,29,12,41.4,"264.2","0","8","8","8","25","58",12,"Marin County Community","Marin County Office of Education","Marin",94913
"6439",21,10215,2130037,0,2013,3,"C",0,68,52,38,10,7,29,14,48.3,"263.0","","","0","","","",11,"Marin County Community","Marin County Office of Education","Marin",94913
"6476",21,10215,2130037,0,2013,6,"C",0,68,52,36,10,7,29,15,51.7,"272.4","","","8","","","",12,"Marin County Community","Marin County Office of Education","Marin",94913
"6477",21,10215,2130037,0,2013,6,"C",0,68,52,36,10,32,29,11,37.9,"266.8","","","9","","","",11,"Marin County Community","Marin County Office of Education","Marin",94913
"6526",21,10215,2130037,0,2013,31,"C",0,68,52,42,10,9,29,11,37.9,"252.5","","","0","","","",10,"Marin County Community","Marin County Office of Education","Marin",94913
"6527",21,10215,2130037,0,2013,31,"C",0,68,52,42,10,7,29,15,51.7,"263.0","","","8","","","",13,"Marin County Community","Marin County Office of Education","Marin",94913
"6567",21,10215,2130037,0,2013,78,"C",0,68,52,34,10,7,29,13,44.8,"260.2","","","9","","","",11,"Marin County Community","Marin County Office of Education","Marin",94913
"6668",21,10215,2130037,0,2013,99,"C",0,68,52,43,10,7,29,17,58.6,"270.5","","","7","","","",15,"Marin County Community","Marin County Office of Education","Marin",94913
"6839",21,10215,2130037,0,2013,204,"C",0,68,52,28,10,7,29,12,41.4,"260.2","","","9","","","",11,"Marin County Community","Marin County Office of Education","Marin",94913
"8102",21,65300,6024137,0,2013,1,"C",0,87,85,85,2,7,15,13,86.7,"335.4","8","42","50","33","8","8",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8103",21,65300,6024137,0,2013,1,"C",0,87,85,85,2,8,15,12,80,"339.9","0","50","50","25","25","0",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8106",21,65300,6024137,0,2013,1,"C",0,87,85,85,4,7,15,15,100,"376.0","40","33","73","7","13","7",15,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8107",21,65300,6024137,0,2013,1,"C",0,87,85,85,4,8,15,15,100,"396.0","40","40","80","20","0","0",15,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8108",21,65300,6024137,0,2013,1,"C",0,87,85,85,5,8,15,14,93.3,"424.6","29","64","93","7","0","0",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8109",21,65300,6024137,0,2013,1,"C",0,87,85,85,5,7,15,14,93.3,"413.9","79","21","100","0","0","0",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8110",21,65300,6024137,0,2013,1,"C",0,87,85,85,5,32,15,14,93.3,"443.4","71","29","100","0","0","0",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8111",21,65300,6024137,0,2013,1,"C",0,87,85,85,6,7,14,12,85.7,"377.7","33","33","67","33","0","0",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8112",21,65300,6024137,0,2013,1,"C",0,87,85,85,6,8,14,12,85.7,"350.2","33","8","42","33","17","8",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8115",21,65300,6024137,0,2013,1,"C",0,87,85,85,8,32,11,11,100,"415.9","60","0","60","0","40","0",10,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8116",21,65300,6024137,0,2013,1,"C",0,87,85,85,8,7,11,11,100,"411.8","64","0","64","27","0","9",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8117",21,65300,6024137,0,2013,1,"C",0,87,85,85,8,29,11,11,100,"413.6","64","18","82","9","0","9",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8159",21,65300,6024137,0,2013,4,"C",0,87,85,48,4,7,15,11,73.3,"372.4","","","73","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8160",21,65300,6024137,0,2013,4,"C",0,87,85,48,4,8,15,11,73.3,"383.5","","","82","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8180",21,65300,6024137,0,2013,6,"C",0,87,85,74,2,8,15,11,73.3,"340.0","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8181",21,65300,6024137,0,2013,6,"C",0,87,85,74,2,7,15,11,73.3,"338.6","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8184",21,65300,6024137,0,2013,6,"C",0,87,85,74,4,8,15,12,80,"404.3","","","92","","","",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8185",21,65300,6024137,0,2013,6,"C",0,87,85,74,4,7,15,12,80,"384.6","","","83","","","",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8186",21,65300,6024137,0,2013,6,"C",0,87,85,74,5,7,15,14,93.3,"413.9","","","100","","","",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8187",21,65300,6024137,0,2013,6,"C",0,87,85,74,5,8,15,14,93.3,"424.6","","","93","","","",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8188",21,65300,6024137,0,2013,6,"C",0,87,85,74,5,32,15,14,93.3,"443.4","","","100","","","",14,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8189",21,65300,6024137,0,2013,6,"C",0,87,85,74,6,8,14,11,78.6,"355.6","","","45","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8190",21,65300,6024137,0,2013,6,"C",0,87,85,74,6,7,14,11,78.6,"382.4","","","73","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8193",21,65300,6024137,0,2013,6,"C",0,87,85,74,8,32,11,11,100,"415.9","","","60","","","",10,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8196",21,65300,6024137,0,2013,6,"C",0,87,85,74,8,29,11,11,100,"413.6","","","82","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8197",21,65300,6024137,0,2013,6,"C",0,87,85,74,8,7,11,11,100,"411.8","","","64","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8266",21,65300,6024137,0,2013,80,"C",0,87,85,62,2,8,15,11,73.3,"340.0","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8267",21,65300,6024137,0,2013,80,"C",0,87,85,62,2,7,15,11,73.3,"338.6","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8275",21,65300,6024137,0,2013,80,"C",0,87,85,62,6,8,14,11,78.6,"355.6","","","45","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8276",21,65300,6024137,0,2013,80,"C",0,87,85,62,6,7,14,11,78.6,"382.4","","","73","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8357",21,65300,6024137,0,2013,99,"C",0,87,85,75,2,7,15,13,86.7,"335.4","","","50","","","",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8358",21,65300,6024137,0,2013,99,"C",0,87,85,75,2,8,15,12,80,"339.9","","","50","","","",12,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8361",21,65300,6024137,0,2013,99,"C",0,87,85,75,4,8,15,15,100,"396.0","","","80","","","",15,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8362",21,65300,6024137,0,2013,99,"C",0,87,85,75,4,7,15,15,100,"376.0","","","73","","","",15,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8363",21,65300,6024137,0,2013,99,"C",0,87,85,75,5,7,15,13,86.7,"415.1","","","100","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8364",21,65300,6024137,0,2013,99,"C",0,87,85,75,5,8,15,13,86.7,"426.7","","","92","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8365",21,65300,6024137,0,2013,99,"C",0,87,85,75,5,32,15,13,86.7,"443.1","","","100","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8366",21,65300,6024137,0,2013,99,"C",0,87,85,75,6,8,14,11,78.6,"352.4","","","45","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8367",21,65300,6024137,0,2013,99,"C",0,87,85,75,6,7,14,11,78.6,"378.6","","","64","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8383",21,65300,6024137,0,2013,111,"C",0,87,85,51,5,8,15,11,73.3,"421.8","","","91","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8384",21,65300,6024137,0,2013,111,"C",0,87,85,51,5,7,15,11,73.3,"411.1","","","100","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8385",21,65300,6024137,0,2013,111,"C",0,87,85,51,5,32,15,11,73.3,"442.0","","","100","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8471",21,65300,6024137,0,2013,180,"C",0,87,85,71,2,7,15,11,73.3,"338.6","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8472",21,65300,6024137,0,2013,180,"C",0,87,85,71,2,8,15,11,73.3,"340.0","","","55","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8475",21,65300,6024137,0,2013,180,"C",0,87,85,71,4,8,15,11,73.3,"406.8","","","91","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8476",21,65300,6024137,0,2013,180,"C",0,87,85,71,4,7,15,11,73.3,"385.0","","","82","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8477",21,65300,6024137,0,2013,180,"C",0,87,85,71,5,7,15,13,86.7,"411.8","","","100","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8478",21,65300,6024137,0,2013,180,"C",0,87,85,71,5,8,15,13,86.7,"424.4","","","92","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8479",21,65300,6024137,0,2013,180,"C",0,87,85,71,5,32,15,13,86.7,"443.9","","","100","","","",13,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8480",21,65300,6024137,0,2013,180,"C",0,87,85,71,6,8,14,11,78.6,"355.6","","","45","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"8481",21,65300,6024137,0,2013,180,"C",0,87,85,71,6,7,14,11,78.6,"382.4","","","73","","","",11,"Bolinas-Stinson Elementary","Bolinas-Stinson Union","Marin",94924
"9833",21,65318,6024160,0,2013,1,"C",0,272,272,272,2,7,57,57,100,"399.1","45","45","89","11","0","0",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"9834",21,65318,6024160,0,2013,1,"C",0,272,272,272,2,8,57,56,98.2,"441.6","59","32","91","9","0","0",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"9835",21,65318,6024160,0,2013,1,"C",0,272,272,272,3,7,65,63,96.9,"402.1","54","24","78","19","3","0",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"9836",21,65318,6024160,0,2013,1,"C",0,272,272,272,3,8,65,64,98.5,"456.0","70","19","89","8","3","0",64,"Dixie Elementary","Dixie Elementary","Marin",94903
"9837",21,65318,6024160,0,2013,1,"C",0,272,272,272,4,8,73,64,87.7,"451.1","77","17","94","6","0","0",64,"Dixie Elementary","Dixie Elementary","Marin",94903
"9838",21,65318,6024160,0,2013,1,"C",0,272,272,272,4,7,73,65,89,"425.7","63","31","94","6","0","0",64,"Dixie Elementary","Dixie Elementary","Marin",94903
"9839",21,65318,6024160,0,2013,1,"C",0,272,272,272,5,7,77,67,87,"410.6","54","43","97","1","1","0",67,"Dixie Elementary","Dixie Elementary","Marin",94903
"9840",21,65318,6024160,0,2013,1,"C",0,272,272,272,5,8,77,68,88.3,"478.7","76","18","94","4","1","0",68,"Dixie Elementary","Dixie Elementary","Marin",94903
"9841",21,65318,6024160,0,2013,1,"C",0,272,272,272,5,32,77,67,87,"417.7","60","27","87","12","1","0",67,"Dixie Elementary","Dixie Elementary","Marin",94903
"9849",21,65318,6024160,0,2013,3,"C",0,272,272,149,2,8,57,38,66.7,"449.6","","","92","","","",38,"Dixie Elementary","Dixie Elementary","Marin",94903
"9850",21,65318,6024160,0,2013,3,"C",0,272,272,149,2,7,57,38,66.7,"400.8","","","84","","","",38,"Dixie Elementary","Dixie Elementary","Marin",94903
"9851",21,65318,6024160,0,2013,3,"C",0,272,272,149,3,7,65,25,38.5,"400.4","","","80","","","",25,"Dixie Elementary","Dixie Elementary","Marin",94903
"9852",21,65318,6024160,0,2013,3,"C",0,272,272,149,3,8,65,25,38.5,"457.2","","","88","","","",25,"Dixie Elementary","Dixie Elementary","Marin",94903
"9853",21,65318,6024160,0,2013,3,"C",0,272,272,149,4,8,73,40,54.8,"455.2","","","90","","","",40,"Dixie Elementary","Dixie Elementary","Marin",94903
"9854",21,65318,6024160,0,2013,3,"C",0,272,272,149,4,7,73,39,53.4,"428.1","","","90","","","",39,"Dixie Elementary","Dixie Elementary","Marin",94903
"9855",21,65318,6024160,0,2013,3,"C",0,272,272,149,5,7,77,30,39,"409.9","","","93","","","",30,"Dixie Elementary","Dixie Elementary","Marin",94903
"9856",21,65318,6024160,0,2013,3,"C",0,272,272,149,5,8,77,31,40.3,"492.8","","","90","","","",31,"Dixie Elementary","Dixie Elementary","Marin",94903
"9857",21,65318,6024160,0,2013,3,"C",0,272,272,149,5,32,77,30,39,"419.6","","","87","","","",30,"Dixie Elementary","Dixie Elementary","Marin",94903
"9865",21,65318,6024160,0,2013,4,"C",0,272,272,123,2,7,57,19,33.3,"395.7","","","100","","","",18,"Dixie Elementary","Dixie Elementary","Marin",94903
"9866",21,65318,6024160,0,2013,4,"C",0,272,272,123,2,8,57,18,31.6,"424.7","","","89","","","",18,"Dixie Elementary","Dixie Elementary","Marin",94903
"9867",21,65318,6024160,0,2013,4,"C",0,272,272,123,3,8,65,39,60,"455.2","","","90","","","",39,"Dixie Elementary","Dixie Elementary","Marin",94903
"9868",21,65318,6024160,0,2013,4,"C",0,272,272,123,3,7,65,38,58.5,"403.3","","","76","","","",38,"Dixie Elementary","Dixie Elementary","Marin",94903
"9869",21,65318,6024160,0,2013,4,"C",0,272,272,123,4,7,73,26,35.6,"422.0","","","100","","","",25,"Dixie Elementary","Dixie Elementary","Marin",94903
"9870",21,65318,6024160,0,2013,4,"C",0,272,272,123,4,8,73,24,32.9,"444.3","","","100","","","",24,"Dixie Elementary","Dixie Elementary","Marin",94903
"9871",21,65318,6024160,0,2013,4,"C",0,272,272,123,5,32,77,37,48.1,"416.2","","","86","","","",37,"Dixie Elementary","Dixie Elementary","Marin",94903
"9872",21,65318,6024160,0,2013,4,"C",0,272,272,123,5,8,77,37,48.1,"466.8","","","97","","","",37,"Dixie Elementary","Dixie Elementary","Marin",94903
"9873",21,65318,6024160,0,2013,4,"C",0,272,272,123,5,7,77,37,48.1,"411.2","","","100","","","",37,"Dixie Elementary","Dixie Elementary","Marin",94903
"9880",21,65318,6024160,0,2013,6,"C",0,272,272,261,2,8,57,54,94.7,"444.6","","","93","","","",54,"Dixie Elementary","Dixie Elementary","Marin",94903
"9881",21,65318,6024160,0,2013,6,"C",0,272,272,261,2,7,57,55,96.5,"400.0","","","89","","","",54,"Dixie Elementary","Dixie Elementary","Marin",94903
"9882",21,65318,6024160,0,2013,6,"C",0,272,272,261,3,7,65,63,96.9,"402.1","","","78","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"9883",21,65318,6024160,0,2013,6,"C",0,272,272,261,3,8,65,64,98.5,"456.0","","","89","","","",64,"Dixie Elementary","Dixie Elementary","Marin",94903
"9884",21,65318,6024160,0,2013,6,"C",0,272,272,261,4,8,73,62,84.9,"454.1","","","95","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"9885",21,65318,6024160,0,2013,6,"C",0,272,272,261,4,7,73,63,86.3,"428.7","","","97","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"9886",21,65318,6024160,0,2013,6,"C",0,272,272,261,5,7,77,66,85.7,"411.1","","","97","","","",66,"Dixie Elementary","Dixie Elementary","Marin",94903
"9887",21,65318,6024160,0,2013,6,"C",0,272,272,261,5,8,77,66,85.7,"483.7","","","97","","","",66,"Dixie Elementary","Dixie Elementary","Marin",94903
"9888",21,65318,6024160,0,2013,6,"C",0,272,272,261,5,32,77,66,85.7,"419.0","","","88","","","",66,"Dixie Elementary","Dixie Elementary","Marin",94903
"9903",21,65318,6024160,0,2013,30,"C",0,272,272,23,4,8,73,13,17.8,"515.9","","","100","","","",13,"Dixie Elementary","Dixie Elementary","Marin",94903
"9904",21,65318,6024160,0,2013,30,"C",0,272,272,23,4,7,73,13,17.8,"484.2","","","100","","","",13,"Dixie Elementary","Dixie Elementary","Marin",94903
"9964",21,65318,6024160,0,2013,80,"C",0,272,272,210,2,8,57,47,82.5,"445.9","","","94","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"9965",21,65318,6024160,0,2013,80,"C",0,272,272,210,2,7,57,47,82.5,"400.2","","","89","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"9966",21,65318,6024160,0,2013,80,"C",0,272,272,210,3,7,65,51,78.5,"402.2","","","76","","","",51,"Dixie Elementary","Dixie Elementary","Marin",94903
"9967",21,65318,6024160,0,2013,80,"C",0,272,272,210,3,8,65,52,80,"459.2","","","90","","","",52,"Dixie Elementary","Dixie Elementary","Marin",94903
"9968",21,65318,6024160,0,2013,80,"C",0,272,272,210,4,8,73,46,63,"449.6","","","96","","","",46,"Dixie Elementary","Dixie Elementary","Marin",94903
"9969",21,65318,6024160,0,2013,80,"C",0,272,272,210,4,7,73,47,64.4,"426.8","","","96","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"9970",21,65318,6024160,0,2013,80,"C",0,272,272,210,5,7,77,56,72.7,"411.9","","","96","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"9971",21,65318,6024160,0,2013,80,"C",0,272,272,210,5,8,77,56,72.7,"479.7","","","96","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"9972",21,65318,6024160,0,2013,80,"C",0,272,272,210,5,32,77,56,72.7,"421.8","","","88","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10008",21,65318,6024160,0,2013,93,"C",0,272,272,106,2,8,57,25,43.9,"439.7","","","92","","","",25,"Dixie Elementary","Dixie Elementary","Marin",94903
"10009",21,65318,6024160,0,2013,93,"C",0,272,272,106,2,7,57,26,45.6,"385.2","","","84","","","",25,"Dixie Elementary","Dixie Elementary","Marin",94903
"10010",21,65318,6024160,0,2013,93,"C",0,272,272,106,3,7,65,27,41.5,"389.8","","","74","","","",27,"Dixie Elementary","Dixie Elementary","Marin",94903
"10011",21,65318,6024160,0,2013,93,"C",0,272,272,106,3,8,65,28,43.1,"444.2","","","89","","","",28,"Dixie Elementary","Dixie Elementary","Marin",94903
"10012",21,65318,6024160,0,2013,93,"C",0,272,272,106,4,8,73,19,26,"446.1","","","95","","","",19,"Dixie Elementary","Dixie Elementary","Marin",94903
"10013",21,65318,6024160,0,2013,93,"C",0,272,272,106,4,7,73,19,26,"430.6","","","94","","","",18,"Dixie Elementary","Dixie Elementary","Marin",94903
"10014",21,65318,6024160,0,2013,93,"C",0,272,272,106,5,7,77,29,37.7,"405.9","","","97","","","",29,"Dixie Elementary","Dixie Elementary","Marin",94903
"10015",21,65318,6024160,0,2013,93,"C",0,272,272,106,5,8,77,29,37.7,"467.1","","","97","","","",29,"Dixie Elementary","Dixie Elementary","Marin",94903
"10016",21,65318,6024160,0,2013,93,"C",0,272,272,106,5,32,77,29,37.7,"411.2","","","86","","","",29,"Dixie Elementary","Dixie Elementary","Marin",94903
"10023",21,65318,6024160,0,2013,94,"C",0,272,272,131,2,7,57,27,47.4,"412.3","","","93","","","",27,"Dixie Elementary","Dixie Elementary","Marin",94903
"10024",21,65318,6024160,0,2013,94,"C",0,272,272,131,2,8,57,27,47.4,"449.7","","","93","","","",27,"Dixie Elementary","Dixie Elementary","Marin",94903
"10025",21,65318,6024160,0,2013,94,"C",0,272,272,131,3,7,65,30,46.2,"418.0","","","83","","","",30,"Dixie Elementary","Dixie Elementary","Marin",94903
"10026",21,65318,6024160,0,2013,94,"C",0,272,272,131,3,8,65,30,46.2,"471.4","","","93","","","",30,"Dixie Elementary","Dixie Elementary","Marin",94903
"10027",21,65318,6024160,0,2013,94,"C",0,272,272,131,4,8,73,37,50.7,"464.6","","","97","","","",37,"Dixie Elementary","Dixie Elementary","Marin",94903
"10028",21,65318,6024160,0,2013,94,"C",0,272,272,131,4,7,73,38,52.1,"432.6","","","100","","","",38,"Dixie Elementary","Dixie Elementary","Marin",94903
"10029",21,65318,6024160,0,2013,94,"C",0,272,272,131,5,7,77,32,41.6,"418.5","","","97","","","",32,"Dixie Elementary","Dixie Elementary","Marin",94903
"10030",21,65318,6024160,0,2013,94,"C",0,272,272,131,5,8,77,33,42.9,"494.5","","","94","","","",33,"Dixie Elementary","Dixie Elementary","Marin",94903
"10031",21,65318,6024160,0,2013,94,"C",0,272,272,131,5,32,77,32,41.6,"430.3","","","91","","","",32,"Dixie Elementary","Dixie Elementary","Marin",94903
"10037",21,65318,6024160,0,2013,99,"C",0,272,272,226,2,7,57,48,84.2,"404.4","","","91","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"10038",21,65318,6024160,0,2013,99,"C",0,272,272,226,2,8,57,47,82.5,"447.7","","","94","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"10039",21,65318,6024160,0,2013,99,"C",0,272,272,226,3,8,65,58,89.2,"469.7","","","97","","","",58,"Dixie Elementary","Dixie Elementary","Marin",94903
"10040",21,65318,6024160,0,2013,99,"C",0,272,272,226,3,7,65,58,89.2,"408.9","","","84","","","",58,"Dixie Elementary","Dixie Elementary","Marin",94903
"10041",21,65318,6024160,0,2013,99,"C",0,272,272,226,4,7,73,58,79.5,"432.7","","","96","","","",57,"Dixie Elementary","Dixie Elementary","Marin",94903
"10042",21,65318,6024160,0,2013,99,"C",0,272,272,226,4,8,73,57,78.1,"460.1","","","100","","","",57,"Dixie Elementary","Dixie Elementary","Marin",94903
"10043",21,65318,6024160,0,2013,99,"C",0,272,272,226,5,8,77,62,80.5,"487.4","","","97","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"10044",21,65318,6024160,0,2013,99,"C",0,272,272,226,5,7,77,62,80.5,"413.5","","","97","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"10045",21,65318,6024160,0,2013,99,"C",0,272,272,226,5,32,77,62,80.5,"420.3","","","87","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"10046",21,65318,6024160,0,2013,111,"C",0,272,272,256,2,8,57,56,98.2,"441.6","","","91","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10047",21,65318,6024160,0,2013,111,"C",0,272,272,256,2,7,57,56,98.2,"399.1","","","89","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10048",21,65318,6024160,0,2013,111,"C",0,272,272,256,3,7,65,62,95.4,"403.0","","","79","","","",62,"Dixie Elementary","Dixie Elementary","Marin",94903
"10049",21,65318,6024160,0,2013,111,"C",0,272,272,256,3,8,65,63,96.9,"457.9","","","90","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"10050",21,65318,6024160,0,2013,111,"C",0,272,272,256,4,7,73,60,82.2,"430.5","","","95","","","",60,"Dixie Elementary","Dixie Elementary","Marin",94903
"10051",21,65318,6024160,0,2013,111,"C",0,272,272,256,4,8,73,60,82.2,"456.4","","","95","","","",60,"Dixie Elementary","Dixie Elementary","Marin",94903
"10052",21,65318,6024160,0,2013,111,"C",0,272,272,256,5,8,77,67,87,"480.5","","","94","","","",67,"Dixie Elementary","Dixie Elementary","Marin",94903
"10053",21,65318,6024160,0,2013,111,"C",0,272,272,256,5,7,77,66,85.7,"410.9","","","97","","","",66,"Dixie Elementary","Dixie Elementary","Marin",94903
"10054",21,65318,6024160,0,2013,111,"C",0,272,272,256,5,32,77,66,85.7,"419.4","","","88","","","",66,"Dixie Elementary","Dixie Elementary","Marin",94903
"10129",21,65318,6024160,0,2013,180,"C",0,272,272,252,2,8,57,54,94.7,"444.6","","","93","","","",54,"Dixie Elementary","Dixie Elementary","Marin",94903
"10130",21,65318,6024160,0,2013,180,"C",0,272,272,252,2,7,57,55,96.5,"400.0","","","89","","","",54,"Dixie Elementary","Dixie Elementary","Marin",94903
"10131",21,65318,6024160,0,2013,180,"C",0,272,272,252,3,7,65,63,96.9,"402.1","","","78","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"10132",21,65318,6024160,0,2013,180,"C",0,272,272,252,3,8,65,64,98.5,"456.0","","","89","","","",64,"Dixie Elementary","Dixie Elementary","Marin",94903
"10133",21,65318,6024160,0,2013,180,"C",0,272,272,252,4,8,73,56,76.7,"448.8","","","95","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10134",21,65318,6024160,0,2013,180,"C",0,272,272,252,4,7,73,57,78.1,"426.8","","","96","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10135",21,65318,6024160,0,2013,180,"C",0,272,272,252,5,7,77,63,81.8,"411.6","","","97","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"10136",21,65318,6024160,0,2013,180,"C",0,272,272,252,5,32,77,63,81.8,"421.3","","","89","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"10137",21,65318,6024160,0,2013,180,"C",0,272,272,252,5,8,77,63,81.8,"484.8","","","97","","","",63,"Dixie Elementary","Dixie Elementary","Marin",94903
"10205",21,65318,6024160,0,2013,226,"C",0,272,272,206,2,7,57,47,82.5,"400.2","","","89","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"10206",21,65318,6024160,0,2013,226,"C",0,272,272,206,2,8,57,47,82.5,"445.9","","","94","","","",47,"Dixie Elementary","Dixie Elementary","Marin",94903
"10207",21,65318,6024160,0,2013,226,"C",0,272,272,206,3,8,65,51,78.5,"461.5","","","92","","","",51,"Dixie Elementary","Dixie Elementary","Marin",94903
